"TargetGroup","FirstDose","SecondDose","DoseAdditional1","Population","Denominator","Country","ReportingCountry","minAge","maxAge","ageWidth","YearWeekISO"
"Age18_24",151446,122039,0,5457873,398739,"Slovakia","SK",18,24,7,"2021-W31"
"Age25_49",881485,781799,1,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W31"
"Age50_59",372847,343598,0,5457873,704900,"Slovakia","SK",50,59,10,"2021-W31"
"Age60_69",428702,409440,4,5457873,689318,"Slovakia","SK",60,69,10,"2021-W31"
"Age70_79",292084,283019,0,5457873,391090,"Slovakia","SK",70,79,10,"2021-W31"
"Age80+",113786,108979,0,5457873,184680,"Slovakia","SK",80,100,21,"2021-W31"
"Age0_4",127,16,0,8901064,435835,"Austria","AT",0,4,5,"2021-W32"
"Age10_14",54859,37000,3,8901064,421998,"Austria","AT",10,14,5,"2021-W32"
"Age15_17",111598,83806,7,8901064,259561,"Austria","AT",15,17,3,"2021-W32"
"Age18_24",391977,298541,57,8901064,696064,"Austria","AT",18,24,7,"2021-W32"
"Age25_49",1887426,1612416,365,8901064,3006228,"Austria","AT",25,49,25,"2021-W32"
"Age5_9",106,24,0,8901064,425227,"Austria","AT",5,9,5,"2021-W32"
"Age50_59",1039507,943980,273,8901064,1396889,"Austria","AT",50,59,10,"2021-W32"
"Age60_69",864666,814108,332,8901064,1016016,"Austria","AT",60,69,10,"2021-W32"
"Age70_79",635981,607194,301,8901064,769199,"Austria","AT",70,79,10,"2021-W32"
"Age80+",476135,454243,220,8901064,474047,"Austria","AT",80,100,21,"2021-W32"
"Age<18",513264,172978,0,11522440,2320244,"Belgium","BE",0,17,18,"2021-W32"
"Age18_24",683839,539160,0,11522440,930629,"Belgium","BE",18,24,7,"2021-W32"
"Age25_49",2979039,2684832,0,11522440,3751281,"Belgium","BE",25,49,25,"2021-W32"
"Age50_59",1421856,1324182,0,11522440,1591660,"Belgium","BE",50,59,10,"2021-W32"
"Age60_69",1256185,1217978,0,11522440,1347513,"Belgium","BE",60,69,10,"2021-W32"
"Age70_79",887210,865532,0,11522440,924351,"Belgium","BE",70,79,10,"2021-W32"
"Age80+",596705,566593,0,11522440,656762,"Belgium","BE",80,100,21,"2021-W32"
"Age<18",5244,3100,0,6951482,1189680,"Bulgaria","BG",0,17,18,"2021-W32"
"Age18_24",41019,28580,0,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W32"
"Age25_49",376808,285454,0,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W32"
"Age50_59",220032,178789,0,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W32"
"Age60_69",264311,228470,0,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W32"
"Age70_79",210707,187763,0,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W32"
"Age80+",65221,57956,0,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W32"
"Age10_14",1994,4,0,888005,46307,"Cyprus","CY",10,14,5,"2021-W32"
"Age15_17",7331,4308,0,888005,28169,"Cyprus","CY",15,17,3,"2021-W32"
"Age18_24",44260,33187,0,888005,84850,"Cyprus","CY",18,24,7,"2021-W32"
"Age25_49",236286,201281,0,888005,330295,"Cyprus","CY",25,49,25,"2021-W32"
"Age50_59",86588,78718,0,888005,107634,"Cyprus","CY",50,59,10,"2021-W32"
"Age60_69",82585,78712,0,888005,94714,"Cyprus","CY",60,69,10,"2021-W32"
"Age70_79",63203,60979,0,888005,66429,"Cyprus","CY",70,79,10,"2021-W32"
"Age80+",31233,30803,0,888005,33530,"Cyprus","CY",80,100,21,"2021-W32"
"Age10_14",74099,21758,0,10693939,577984,"Czech Republic","CZ",10,14,5,"2021-W32"
"Age15_17",120121,64043,0,10693939,289263,"Czech Republic","CZ",15,17,3,"2021-W32"
"Age18_24",334537,245227,0,10693939,671799,"Czech Republic","CZ",18,24,7,"2021-W32"
"Age25_49",2094466,1824750,2,10693939,3899741,"Czech Republic","CZ",25,49,25,"2021-W32"
"Age50_59",940804,867307,0,10693939,1339737,"Czech Republic","CZ",50,59,10,"2021-W32"
"Age60_69",983476,914463,0,10693939,1330494,"Czech Republic","CZ",60,69,10,"2021-W32"
"Age70_79",903388,858229,1,10693939,1011603,"Czech Republic","CZ",70,79,10,"2021-W32"
"Age80+",392854,375029,0,10693939,441100,"Czech Republic","CZ",80,100,21,"2021-W32"
"Age0_4",10,1,0,5822763,307888,"Denmark","DK",0,4,5,"2021-W32"
"Age10_14",86310,17362,0,5822763,338629,"Denmark","DK",10,14,5,"2021-W32"
"Age15_17",153795,100603,2,5822763,203020,"Denmark","DK",15,17,3,"2021-W32"
"Age18_24",400517,345233,54,5822763,522153,"Denmark","DK",18,24,7,"2021-W32"
"Age25_49",1446058,1087384,239,5822763,1843666,"Denmark","DK",25,49,25,"2021-W32"
"Age5_9",5,2,0,5822763,306601,"Denmark","DK",5,9,5,"2021-W32"
"Age50_59",740788,726981,109,5822763,800444,"Denmark","DK",50,59,10,"2021-W32"
"Age60_69",640757,635568,75,5822763,663646,"Denmark","DK",60,69,10,"2021-W32"
"Age70_79",563463,561515,46,5822763,564390,"Denmark","DK",70,79,10,"2021-W32"
"Age80+",282540,281346,37,5822763,272326,"Denmark","DK",80,100,21,"2021-W32"
"Age<18",28922,12553,4,1328976,257044,"Estonia","EE",0,17,18,"2021-W32"
"Age18_24",46395,28725,22,1328976,87626,"Estonia","EE",18,24,7,"2021-W32"
"Age25_49",253318,181845,219,1328976,460829,"Estonia","EE",25,49,25,"2021-W32"
"Age50_59",111869,91279,137,1328976,171453,"Estonia","EE",50,59,10,"2021-W32"
"Age60_69",111861,97538,137,1328976,163237,"Estonia","EE",60,69,10,"2021-W32"
"Age70_79",83010,76672,68,1328976,111342,"Estonia","EE",70,79,10,"2021-W32"
"Age80+",50154,46140,51,1328976,77445,"Estonia","EE",80,100,21,"2021-W32"
"Age0_4",9,3,0,10718565,461955,"Greece","EL",0,4,5,"2021-W32"
"Age10_14",10591,44,0,10718565,553606,"Greece","EL",10,14,5,"2021-W32"
"Age15_17",39118,12824,0,10718565,326859,"Greece","EL",15,17,3,"2021-W32"
"Age18_24",332882,197710,0,10718565,782452,"Greece","EL",18,24,7,"2021-W32"
"Age25_49",2012530,1668893,0,10718565,3497414,"Greece","EL",25,49,25,"2021-W32"
"Age5_9",5,4,0,10718565,511958,"Greece","EL",5,9,5,"2021-W32"
"Age50_59",1078935,991066,0,10718565,1515472,"Greece","EL",50,59,10,"2021-W32"
"Age60_69",1011258,964610,0,10718565,1291651,"Greece","EL",60,69,10,"2021-W32"
"Age70_79",818274,796904,0,10718565,1003958,"Greece","EL",70,79,10,"2021-W32"
"Age80+",559474,540092,0,10718565,773240,"Greece","EL",80,100,21,"2021-W32"
"Age0_4",400,207,0,47332614,2011885,"Spain","ES",0,4,5,"2021-W32"
"Age10_14",377104,5554,87,47332614,2535060,"Spain","ES",10,14,5,"2021-W32"
"Age15_17",748031,81565,801,47332614,1448603,"Spain","ES",15,17,3,"2021-W32"
"Age18_24",2223355,634189,10288,47332614,3303575,"Spain","ES",18,24,7,"2021-W32"
"Age25_49",12909143,9362397,100739,47332614,16481919,"Spain","ES",25,49,25,"2021-W32"
"Age5_9",598,452,2,47332614,2330208,"Spain","ES",5,9,5,"2021-W32"
"Age50_59",6543774,5530554,34872,47332614,7035203,"Spain","ES",50,59,10,"2021-W32"
"Age60_69",5207281,4668246,2621,47332614,5350604,"Spain","ES",60,69,10,"2021-W32"
"Age70_79",3930030,3752650,1054,47332614,3984504,"Spain","ES",70,79,10,"2021-W32"
"Age80+",2931833,2877784,732,47332614,2851053,"Spain","ES",80,100,21,"2021-W32"
"Age0_4",0,0,0,5525292,255924,"Finland","FI",0,4,5,"2021-W32"
"Age10_14",32734,30,0,5525292,308825,"Finland","FI",10,14,5,"2021-W32"
"Age15_17",95723,4572,0,5525292,178021,"Finland","FI",15,17,3,"2021-W32"
"Age18_24",284775,38071,0,5525292,432594,"Finland","FI",18,24,7,"2021-W32"
"Age25_49",1283033,456661,0,5525292,1728083,"Finland","FI",25,49,25,"2021-W32"
"Age5_9",0,0,0,5525292,306287,"Finland","FI",5,9,5,"2021-W32"
"Age50_59",611423,466664,0,5525292,724665,"Finland","FI",50,59,10,"2021-W32"
"Age60_69",634039,565933,0,5525292,716579,"Finland","FI",60,69,10,"2021-W32"
"Age70_79",546480,523529,0,5525292,561908,"Finland","FI",70,79,10,"2021-W32"
"Age80+",291138,279074,0,5525292,312406,"Finland","FI",80,100,21,"2021-W32"
"Age<18",2699054,1176631,0,67320216,14540168,"France","FR",0,17,18,"2021-W32"
"Age18_24",4321773,2648135,1,67320216,5444270,"France","FR",18,24,7,"2021-W32"
"Age25_49",16151434,11039765,31,67320216,20684932,"France","FR",25,49,25,"2021-W32"
"Age50_59",7581432,5812788,36,67320216,8805539,"France","FR",50,59,10,"2021-W32"
"Age60_69",7002241,5848055,59,67320216,8007585,"France","FR",60,69,10,"2021-W32"
"Age70_79",5439986,4863247,43,67320216,5692912,"France","FR",70,79,10,"2021-W32"
"Age80+",3496998,3131911,13,67320216,4144810,"France","FR",80,100,21,"2021-W32"
"Age0_4",62,50,0,4058165,182408,"Croatia","HR",0,4,5,"2021-W32"
"Age10_14",1193,758,0,4058165,202389,"Croatia","HR",10,14,5,"2021-W32"
"Age15_17",6768,4452,0,4058165,115854,"Croatia","HR",15,17,3,"2021-W32"
"Age18_24",82552,62330,0,4058165,321108,"Croatia","HR",18,24,7,"2021-W32"
"Age25_49",527435,440007,25,4058165,1319478,"Croatia","HR",25,49,25,"2021-W32"
"Age5_9",19,16,0,4058165,196674,"Croatia","HR",5,9,5,"2021-W32"
"Age50_59",316987,281130,4,4058165,570899,"Croatia","HR",50,59,10,"2021-W32"
"Age60_69",386124,358424,7,4058165,562891,"Croatia","HR",60,69,10,"2021-W32"
"Age70_79",271626,258253,1,4058165,364156,"Croatia","HR",70,79,10,"2021-W32"
"Age80+",127780,121118,1,4058165,222308,"Croatia","HR",80,100,21,"2021-W32"
"Age<18",225280,200820,3,9769526,1709048,"Hungary","HU",0,17,18,"2021-W32"
"Age18_24",358288,317473,442,9769526,741094,"Hungary","HU",18,24,7,"2021-W32"
"Age25_49",2115655,1939763,7951,9769526,3490565,"Hungary","HU",25,49,25,"2021-W32"
"Age50_59",874842,821515,9335,9769526,1235206,"Hungary","HU",50,59,10,"2021-W32"
"Age60_69",1004017,961689,38071,9769526,1295058,"Hungary","HU",60,69,10,"2021-W32"
"Age70_79",739327,717865,47324,9769526,859765,"Hungary","HU",70,79,10,"2021-W32"
"Age80+",329116,317885,17783,9769526,438790,"Hungary","HU",80,100,21,"2021-W32"
"Age0_4",2,2,0,4964440,311481,"Ireland","IE",0,4,5,"2021-W32"
"Age10_14",27620,559,1,4964440,348422,"Ireland","IE",10,14,5,"2021-W32"
"Age15_17",87778,7911,9,4964440,195570,"Ireland","IE",15,17,3,"2021-W32"
"Age18_24",335902,117530,59,4964440,433572,"Ireland","IE",18,24,7,"2021-W32"
"Age25_49",1481490,1254552,124,4964440,1749671,"Ireland","IE",25,49,25,"2021-W32"
"Age5_9",5,4,0,4964440,346162,"Ireland","IE",5,9,5,"2021-W32"
"Age50_59",596498,515914,41,4964440,606007,"Ireland","IE",50,59,10,"2021-W32"
"Age60_69",484400,468931,21,4964440,480682,"Ireland","IE",60,69,10,"2021-W32"
"Age70_79",349433,346747,22,4964440,322167,"Ireland","IE",70,79,10,"2021-W32"
"Age80+",188177,185590,9,4964440,170706,"Ireland","IE",80,100,21,"2021-W32"
"Age0_4",0,0,0,364134,21362,"Iceland","IS",0,4,5,"2021-W32"
"Age10_14",734,252,0,364134,23630,"Iceland","IS",10,14,5,"2021-W32"
"Age15_17",8453,7674,6,364134,13145,"Iceland","IS",15,17,3,"2021-W32"
"Age18_24",29431,16107,3152,364134,34868,"Iceland","IS",18,24,7,"2021-W32"
"Age25_49",112382,72964,8935,364134,131004,"Iceland","IS",25,49,25,"2021-W32"
"Age5_9",0,0,0,364134,23227,"Iceland","IS",5,9,5,"2021-W32"
"Age50_59",40529,36336,1475,364134,43992,"Iceland","IS",50,59,10,"2021-W32"
"Age60_69",37100,35980,190,364134,37414,"Iceland","IS",60,69,10,"2021-W32"
"Age70_79",24817,24329,45,364134,22890,"Iceland","IS",70,79,10,"2021-W32"
"Age80+",13682,13553,121,364134,12602,"Iceland","IS",80,100,21,"2021-W32"
"Age<18",1326995,595279,0,59641488,9433159,"Italy","IT",0,17,18,"2021-W32"
"Age18_24",2881739,1835911,0,59641488,4121339,"Italy","IT",18,24,7,"2021-W32"
"Age25_49",12733173,9624188,0,59641488,18920355,"Italy","IT",25,49,25,"2021-W32"
"Age50_59",7503086,6349205,0,59641488,9414195,"Italy","IT",50,59,10,"2021-W32"
"Age60_69",6390300,5488070,0,59641488,7364364,"Italy","IT",60,69,10,"2021-W32"
"Age70_79",5384055,4944035,0,59641488,5968373,"Italy","IT",70,79,10,"2021-W32"
"Age80+",4262526,4047011,0,59641488,4419703,"Italy","IT",80,100,21,"2021-W32"
"Age0_4",0,0,0,2794090,145590,"Lithuania","LT",0,4,5,"2021-W32"
"Age10_14",15553,8672,0,2794090,132642,"Lithuania","LT",10,14,5,"2021-W32"
"Age15_17",28658,18617,0,2794090,76077,"Lithuania","LT",15,17,3,"2021-W32"
"Age18_24",120732,87559,0,2794090,209209,"Lithuania","LT",18,24,7,"2021-W32"
"Age25_49",571919,416725,0,2794090,914337,"Lithuania","LT",25,49,25,"2021-W32"
"Age5_9",0,0,0,2794090,144512,"Lithuania","LT",5,9,5,"2021-W32"
"Age50_59",281676,216473,0,2794090,419039,"Lithuania","LT",50,59,10,"2021-W32"
"Age60_69",265826,227340,0,2794090,351248,"Lithuania","LT",60,69,10,"2021-W32"
"Age70_79",176239,161632,0,2794090,236890,"Lithuania","LT",70,79,10,"2021-W32"
"Age80+",95036,87343,0,2794090,164546,"Lithuania","LT",80,100,21,"2021-W32"
"Age10_14",7938,5119,0,626108,33101,"Luxembourg","LU",10,14,5,"2021-W32"
"Age15_17",10295,8000,0,626108,19462,"Luxembourg","LU",15,17,3,"2021-W32"
"Age18_24",29310,20335,1,626108,52409,"Luxembourg","LU",18,24,7,"2021-W32"
"Age25_49",158463,134067,73,626108,239349,"Luxembourg","LU",25,49,25,"2021-W32"
"Age5_9",0,0,0,626108,33994,"Luxembourg","LU",5,9,5,"2021-W32"
"Age50_59",72271,63274,72,626108,89549,"Luxembourg","LU",50,59,10,"2021-W32"
"Age60_69",53017,49415,88,626108,61985,"Luxembourg","LU",60,69,10,"2021-W32"
"Age70_79",33764,32834,49,626108,38352,"Luxembourg","LU",70,79,10,"2021-W32"
"Age80+",22863,22292,22,626108,24925,"Luxembourg","LU",80,100,21,"2021-W32"
"Age10_14",11931,8279,0,1907675,102501,"Latvia","LV",10,14,5,"2021-W32"
"Age15_17",18518,14546,0,1907675,54269,"Latvia","LV",15,17,3,"2021-W32"
"Age18_24",58207,43244,0,1907675,119249,"Latvia","LV",18,24,7,"2021-W32"
"Age25_49",295719,226783,0,1907675,639712,"Latvia","LV",25,49,25,"2021-W32"
"Age50_59",127550,97572,0,1907675,265997,"Latvia","LV",50,59,10,"2021-W32"
"Age60_69",124687,102655,0,1907675,241651,"Latvia","LV",60,69,10,"2021-W32"
"Age70_79",87716,76518,0,1907675,170557,"Latvia","LV",70,79,10,"2021-W32"
"Age80+",45363,38973,0,1907675,111052,"Latvia","LV",80,100,21,"2021-W32"
"Age<18",18826,17650,0,514564,81948,"Malta","MT",0,17,18,"2021-W32"
"Age18_24",32608,26893,0,514564,42136,"Malta","MT",18,24,7,"2021-W32"
"Age25_49",179517,155723,0,514564,205154,"Malta","MT",25,49,25,"2021-W32"
"Age50_59",52232,49364,0,514564,59168,"Malta","MT",50,59,10,"2021-W32"
"Age60_69",56765,54772,0,514564,59551,"Malta","MT",60,69,10,"2021-W32"
"Age70_79",47404,46480,0,514564,44918,"Malta","MT",70,79,10,"2021-W32"
"Age80+",22530,22251,0,514564,21689,"Malta","MT",80,100,21,"2021-W32"
"Age<18",26942,4574,0,5367580,1118608,"Norway","NO",0,17,18,"2021-W32"
"Age18_24",386983,113408,36,5367580,470970,"Norway","NO",18,24,7,"2021-W32"
"Age25_49",1485650,521042,273,5367580,1825133,"Norway","NO",25,49,25,"2021-W32"
"Age50_59",661493,438642,211,5367580,703830,"Norway","NO",50,59,10,"2021-W32"
"Age60_69",561467,510757,172,5367580,582495,"Norway","NO",60,69,10,"2021-W32"
"Age70_79",440459,434476,151,5367580,435834,"Norway","NO",70,79,10,"2021-W32"
"Age80+",224114,219841,51,5367580,230710,"Norway","NO",80,100,21,"2021-W32"
"Age0_4",17,13,0,37958138,1921497,"Poland","PL",0,4,5,"2021-W32"
"Age10_14",310248,244063,0,37958138,1998280,"Poland","PL",10,14,5,"2021-W32"
"Age15_17",402758,348485,0,37958138,1051166,"Poland","PL",15,17,3,"2021-W32"
"Age18_24",1215001,945334,1,37958138,2754264,"Poland","PL",18,24,7,"2021-W32"
"Age25_49",7062065,5791632,9,37958138,14035724,"Poland","PL",25,49,25,"2021-W32"
"Age5_9",73,66,0,37958138,1942294,"Poland","PL",5,9,5,"2021-W32"
"Age50_59",2843796,2543890,2,37958138,4606379,"Poland","PL",50,59,10,"2021-W32"
"Age60_69",3666631,3451334,5,37958138,5179612,"Poland","PL",60,69,10,"2021-W32"
"Age70_79",2302107,2254514,8,37958138,2783163,"Poland","PL",70,79,10,"2021-W32"
"Age80+",1067187,1042660,10,37958138,1685759,"Poland","PL",80,100,21,"2021-W32"
"Age0_4",6,3,0,10295909,436202,"Portugal","PT",0,4,5,"2021-W32"
"Age10_14",3660,346,0,10295909,504940,"Portugal","PT",10,14,5,"2021-W32"
"Age15_17",150175,3595,0,10295909,320065,"Portugal","PT",15,17,3,"2021-W32"
"Age18_24",429409,72109,0,10295909,775701,"Portugal","PT",18,24,7,"2021-W32"
"Age25_49",2815695,1896409,0,10295909,3360653,"Portugal","PT",25,49,25,"2021-W32"
"Age5_9",5,2,0,10295909,455843,"Portugal","PT",5,9,5,"2021-W32"
"Age50_59",1426943,1121774,0,10295909,1485319,"Portugal","PT",50,59,10,"2021-W32"
"Age60_69",1323267,1166890,1,10295909,1299674,"Portugal","PT",60,69,10,"2021-W32"
"Age70_79",1032356,970805,0,10295909,981649,"Portugal","PT",70,79,10,"2021-W32"
"Age80+",688852,656384,0,10295909,675863,"Portugal","PT",80,100,21,"2021-W32"
"Age<18",76833,68836,0,19328838,3644619,"Romania","RO",0,17,18,"2021-W32"
"Age18_24",360229,296881,0,19328838,1414236,"Romania","RO",18,24,7,"2021-W32"
"Age25_49",2041992,1714969,0,19328838,6769359,"Romania","RO",25,49,25,"2021-W32"
"Age50_59",941803,820199,0,19328838,2541550,"Romania","RO",50,59,10,"2021-W32"
"Age60_69",963021,877973,0,19328838,2499205,"Romania","RO",60,69,10,"2021-W32"
"Age70_79",560627,516490,0,19328838,1531033,"Romania","RO",70,79,10,"2021-W32"
"Age80+",183531,167304,0,19328838,928836,"Romania","RO",80,100,21,"2021-W32"
"Age15_17",123445,5171,0,10327589,345687,"Sweden","SE",15,17,3,"2021-W32"
"Age18_24",499874,113943,0,10327589,810921,"Sweden","SE",18,24,7,"2021-W32"
"Age25_49",2473929,1389043,0,10327589,3404540,"Sweden","SE",25,49,25,"2021-W32"
"Age50_59",1136578,1056792,0,10327589,1297863,"Sweden","SE",50,59,10,"2021-W32"
"Age60_69",1006868,974554,0,10327589,1108438,"Sweden","SE",60,69,10,"2021-W32"
"Age70_79",949353,929005,0,10327589,989013,"Sweden","SE",70,79,10,"2021-W32"
"Age80+",508389,494567,0,10327589,536306,"Sweden","SE",80,100,21,"2021-W32"
"Age<18",13985,8792,1,2095861,371395,"Slovenia","SI",0,17,18,"2021-W32"
"Age18_24",55168,37147,4,2095861,141225,"Slovenia","SI",18,24,7,"2021-W32"
"Age25_49",302204,212609,26,2095861,711365,"Slovenia","SI",25,49,25,"2021-W32"
"Age50_59",178192,146362,19,2095861,303125,"Slovenia","SI",50,59,10,"2021-W32"
"Age60_69",191900,171567,15,2095861,278944,"Slovenia","SI",60,69,10,"2021-W32"
"Age70_79",144512,133720,14,2095861,175640,"Slovenia","SI",70,79,10,"2021-W32"
"Age80+",91663,84539,19,2095861,114167,"Slovenia","SI",80,100,21,"2021-W32"
"Age10_14",16497,9572,0,5457873,279531,"Slovakia","SK",10,14,5,"2021-W32"
"Age15_17",38169,27666,0,5457873,156256,"Slovakia","SK",15,17,3,"2021-W32"
"Age18_24",154931,130228,0,5457873,398739,"Slovakia","SK",18,24,7,"2021-W32"
"Age25_49",894506,805001,1,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W32"
"Age50_59",377197,349879,0,5457873,704900,"Slovakia","SK",50,59,10,"2021-W32"
"Age60_69",431565,413480,4,5457873,689318,"Slovakia","SK",60,69,10,"2021-W32"
"Age70_79",293564,284762,0,5457873,391090,"Slovakia","SK",70,79,10,"2021-W32"
"Age80+",114376,109723,0,5457873,184680,"Slovakia","SK",80,100,21,"2021-W32"
"Age0_4",129,16,0,8901064,435835,"Austria","AT",0,4,5,"2021-W33"
"Age10_14",58420,43501,3,8901064,421998,"Austria","AT",10,14,5,"2021-W33"
"Age15_17",115221,95076,9,8901064,259561,"Austria","AT",15,17,3,"2021-W33"
"Age18_24",397903,320527,70,8901064,696064,"Austria","AT",18,24,7,"2021-W33"
"Age25_49",1906561,1655503,477,8901064,3006228,"Austria","AT",25,49,25,"2021-W33"
"Age5_9",111,26,0,8901064,425227,"Austria","AT",5,9,5,"2021-W33"
"Age50_59",1045807,955535,361,8901064,1396889,"Austria","AT",50,59,10,"2021-W33"
"Age60_69",868219,820561,444,8901064,1016016,"Austria","AT",60,69,10,"2021-W33"
"Age70_79",637834,610211,394,8901064,769199,"Austria","AT",70,79,10,"2021-W33"
"Age80+",477257,455603,299,8901064,474047,"Austria","AT",80,100,21,"2021-W33"
"Age<18",539271,277287,0,11522440,2320244,"Belgium","BE",0,17,18,"2021-W33"
"Age18_24",691247,585630,0,11522440,930629,"Belgium","BE",18,24,7,"2021-W33"
"Age25_49",2998115,2722559,0,11522440,3751281,"Belgium","BE",25,49,25,"2021-W33"
"Age50_59",1424833,1331028,0,11522440,1591660,"Belgium","BE",50,59,10,"2021-W33"
"Age60_69",1257618,1220770,0,11522440,1347513,"Belgium","BE",60,69,10,"2021-W33"
"Age70_79",887955,866737,0,11522440,924351,"Belgium","BE",70,79,10,"2021-W33"
"Age80+",597098,567181,0,11522440,656762,"Belgium","BE",80,100,21,"2021-W33"
"Age<18",6021,3753,0,6951482,1189680,"Bulgaria","BG",0,17,18,"2021-W33"
"Age18_24",43442,29905,0,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W33"
"Age25_49",393537,294253,0,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W33"
"Age50_59",226967,183543,0,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W33"
"Age60_69",270399,233595,0,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W33"
"Age70_79",214859,191618,0,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W33"
"Age80+",66543,59182,0,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W33"
"Age10_14",3097,6,0,888005,46307,"Cyprus","CY",10,14,5,"2021-W33"
"Age15_17",8196,4902,0,888005,28169,"Cyprus","CY",15,17,3,"2021-W33"
"Age18_24",45665,36181,0,888005,84850,"Cyprus","CY",18,24,7,"2021-W33"
"Age25_49",239878,208515,0,888005,330295,"Cyprus","CY",25,49,25,"2021-W33"
"Age50_59",87250,79944,0,888005,107634,"Cyprus","CY",50,59,10,"2021-W33"
"Age60_69",82979,79446,0,888005,94714,"Cyprus","CY",60,69,10,"2021-W33"
"Age70_79",63402,61364,0,888005,66429,"Cyprus","CY",70,79,10,"2021-W33"
"Age80+",31316,30989,0,888005,33530,"Cyprus","CY",80,100,21,"2021-W33"
"Age10_14",80469,40282,0,10693939,577984,"Czech Republic","CZ",10,14,5,"2021-W33"
"Age15_17",125607,86602,0,10693939,289263,"Czech Republic","CZ",15,17,3,"2021-W33"
"Age18_24",342333,277142,0,10693939,671799,"Czech Republic","CZ",18,24,7,"2021-W33"
"Age25_49",2117229,1905339,2,10693939,3899741,"Czech Republic","CZ",25,49,25,"2021-W33"
"Age50_59",946757,884416,0,10693939,1339737,"Czech Republic","CZ",50,59,10,"2021-W33"
"Age60_69",987295,926487,0,10693939,1330494,"Czech Republic","CZ",60,69,10,"2021-W33"
"Age70_79",905420,864407,1,10693939,1011603,"Czech Republic","CZ",70,79,10,"2021-W33"
"Age80+",393471,376524,0,10693939,441100,"Czech Republic","CZ",80,100,21,"2021-W33"
"Age0_4",11,2,0,5822763,307888,"Denmark","DK",0,4,5,"2021-W33"
"Age10_14",94620,38004,0,5822763,338629,"Denmark","DK",10,14,5,"2021-W33"
"Age15_17",158637,121011,2,5822763,203020,"Denmark","DK",15,17,3,"2021-W33"
"Age18_24",404561,366282,59,5822763,522153,"Denmark","DK",18,24,7,"2021-W33"
"Age25_49",1465391,1229333,287,5822763,1843666,"Denmark","DK",25,49,25,"2021-W33"
"Age5_9",6,2,0,5822763,306601,"Denmark","DK",5,9,5,"2021-W33"
"Age50_59",742212,731134,119,5822763,800444,"Denmark","DK",50,59,10,"2021-W33"
"Age60_69",641289,637096,88,5822763,663646,"Denmark","DK",60,69,10,"2021-W33"
"Age70_79",563697,562019,54,5822763,564390,"Denmark","DK",70,79,10,"2021-W33"
"Age80+",282630,281565,38,5822763,272326,"Denmark","DK",80,100,21,"2021-W33"
"Age<18",31192,14853,4,1328976,257044,"Estonia","EE",0,17,18,"2021-W33"
"Age18_24",48515,30414,26,1328976,87626,"Estonia","EE",18,24,7,"2021-W33"
"Age25_49",260825,187075,264,1328976,460829,"Estonia","EE",25,49,25,"2021-W33"
"Age50_59",114069,92759,174,1328976,171453,"Estonia","EE",50,59,10,"2021-W33"
"Age60_69",113317,98596,168,1328976,163237,"Estonia","EE",60,69,10,"2021-W33"
"Age70_79",83543,77083,74,1328976,111342,"Estonia","EE",70,79,10,"2021-W33"
"Age80+",50472,46309,54,1328976,77445,"Estonia","EE",80,100,21,"2021-W33"
"Age0_4",9,3,0,10718565,461955,"Greece","EL",0,4,5,"2021-W33"
"Age10_14",16325,904,0,10718565,553606,"Greece","EL",10,14,5,"2021-W33"
"Age15_17",47013,22270,0,10718565,326859,"Greece","EL",15,17,3,"2021-W33"
"Age18_24",343358,218111,0,10718565,782452,"Greece","EL",18,24,7,"2021-W33"
"Age25_49",2040113,1716469,0,10718565,3497414,"Greece","EL",25,49,25,"2021-W33"
"Age5_9",5,4,0,10718565,511958,"Greece","EL",5,9,5,"2021-W33"
"Age50_59",1086213,1002211,0,10718565,1515472,"Greece","EL",50,59,10,"2021-W33"
"Age60_69",1014512,970412,0,10718565,1291651,"Greece","EL",60,69,10,"2021-W33"
"Age70_79",819850,799635,0,10718565,1003958,"Greece","EL",70,79,10,"2021-W33"
"Age80+",561401,542096,0,10718565,773240,"Greece","EL",80,100,21,"2021-W33"
"Age0_4",437,218,0,47332614,2011885,"Spain","ES",0,4,5,"2021-W33"
"Age10_14",688118,20437,130,47332614,2535060,"Spain","ES",10,14,5,"2021-W33"
"Age15_17",957051,161233,1336,47332614,1448603,"Spain","ES",15,17,3,"2021-W33"
"Age18_24",2376899,1021547,14397,47332614,3303575,"Spain","ES",18,24,7,"2021-W33"
"Age25_49",13110769,10028848,105912,47332614,16481919,"Spain","ES",25,49,25,"2021-W33"
"Age5_9",628,461,2,47332614,2330208,"Spain","ES",5,9,5,"2021-W33"
