CODGEO;LIBGEO;MED14
82132;Montricoux;18966,7
82133;Mouillac;
82134;Nègrepelisse;18680,0
82135;Nohic;20324,7
82136;Orgueil;19408,0
82137;Parisot;16635,3
82138;Perville;19986,0
82139;Le Pin;18923,3
82140;Piquecos;20338,3
82141;Pommevic;17009,4
82142;Pompignan;22013,3
82143;Poupas;
82144;Puycornet;18761,0
82145;Puygaillard-de-Quercy;19191,3
82146;Puygaillard-de-Lomagne;
82147;Puylagarde;18355,0
82148;Puylaroque;17629,0
82149;Réalville;18562,0
82150;Reyniès;21122,6
82151;Roquecor;17790,0
82152;Saint-Aignan;18147,3
82153;Saint-Amans-du-Pech;18631,0
82154;Saint-Amans-de-Pellagal;19191,5
82155;Saint-Antonin-Noble-Val;16674,8
82156;Saint-Arroumex;19044,8
82157;Saint-Beauzeil;18751,8
82158;Saint-Cirice;16914,1
82159;Saint-Cirq;20039,3
82160;Saint-Clair;20022,0
82161;Saint-Étienne-de-Tulmont;20262,0
82162;Saint-Georges;17745,0
82163;Saint-Jean-du-Bouzet;
82164;Sainte-Juliette;18118,7
82165;Saint-Loup;19404,3
82166;Saint-Michel;15932,3
82167;Saint-Nauphary;21891,5
82168;Saint-Nazaire-de-Valentane;15975,6
82169;Saint-Nicolas-de-la-Grave;18535,0
82170;Saint-Paul-d'Espis;17944,2
82171;Saint-Porquier;18190,5
82172;Saint-Projet;16280,3
82173;Saint-Sardos;18586,0
82174;Saint-Vincent-d'Autéjac;17260,8
82175;Saint-Vincent-Lespinasse;19231,6
82176;La Salvetat-Belmontet;20225,7
82177;Sauveterre;16825,0
82178;Savenès;21361,3
82179;Septfonds;18220,7
82180;Sérignac;19086,0
82181;Sistels;18008,6
82182;Touffailles;15976,7
82183;Tréjouls;15485,4
82184;Vaïssac;19200,0
82185;Valeilles;18637,4
82186;Valence;17512,0
82187;Varen;16808,1
82188;Varennes;21197,1
82189;Vazerac;17027,0
82190;Verdun-sur-Garonne;20172,6
82191;Verfeil;17868,0
82192;Verlhac-Tescou;19252,9
82193;Vigueron;18840,0
82194;Villebrumier;20323,8
82195;Villemade;19745,0
83001;Les Adrets-de-l'Estérel;23824,4
83002;Aiguines;14549,8
83003;Ampus;20086,9
83004;Les Arcs;19131,5
83005;Artignosc-sur-Verdon;17669,2
83006;Artigues;21037,8
83007;Aups;17535,0
83008;Bagnols-en-Forêt;21742,9
83009;Bandol;22482,0
83010;Bargème;14818,5
83011;Bargemon;16890,0
83012;Barjols;17695,0
83013;La Bastide;19028,8
83014;Baudinard-sur-Verdon;19516,0
83015;Bauduen;17250,4
83016;Le Beausset;22015,3
83017;Belgentier;22258,6
83018;Besse-sur-Issole;20211,2
83019;Bormes-les-Mimosas;20750,0
83020;Le Bourguet;
83021;Bras;19552,7
83022;Brenon;
83023;Brignoles;17385,5
83025;Brue-Auriac;20997,0
83026;Cabasse;18895,8
83027;La Cadière-d'Azur;24643,8
83028;Callas;18900,0
83029;Callian;21367,0
83030;Camps-la-Source;20340,7
83031;Le Cannet-des-Maures;20080,5
83032;Carcès;18129,3
83033;Carnoules;19633,7
83034;Carqueiranne;23864,0
83035;Le Castellet;22579,0
83036;Cavalaire-sur-Mer;20638,0
83037;La Celle;21085,3
83038;Châteaudouble;18880,0
83039;Châteauvert;21713,0
83040;Châteauvieux;
83041;Claviers;16378,7
83042;Cogolin;18514,8
83043;Collobrières;19095,3
83044;Comps-sur-Artuby;17436,2
83045;Correns;16695,6
83046;Cotignac;19280,9
83047;La Crau;21455,3
83048;La Croix-Valmer;20731,7
83049;Cuers;20575,3
83050;Draguignan;19143,3
83051;Entrecasteaux;17536,6
83052;Esparron;18173,0
83053;Évenos;22471,4
83054;La Farlède;22077,0
83055;Fayence;20032,3
83056;Figanières;21209,3
83057;Flassans-sur-Issole;19722,1
83058;Flayosc;21696,1
83059;Forcalqueiret;20694,3
83060;Fox-Amphoux;17612,0
83061;Fréjus;19225,6
83062;La Garde;20336,7
83063;La Garde-Freinet;16731,9
83064;Garéoult;22261,7
83065;Gassin;22472,0
83066;Ginasservis;19531,4
83067;Gonfaron;18728,6
83068;Grimaud;21166,0
83069;Hyères;20235,8
83070;Le Lavandou;19300,0
83071;La Londe-les-Maures;21017,1
83072;Lorgues;19621,0
83073;Le Luc;18156,9
83074;La Martre;18691,8
83075;Les Mayons;19024,0
83076;Mazaugues;19302,3
83077;Méounes-lès-Montrieux;20955,2
83078;Moissac-Bellevue;19424,7
83079;La Môle;20891,9
83080;Mons;20239,5
83081;Montauroux;22404,8
83082;Montferrat;17205,7
83083;Montfort-sur-Argens;18552,7
83084;Montmeyan;16951,4
83085;La Motte;20875,3
83086;Le Muy;17947,3
83087;Nans-les-Pins;22654,5
83088;Néoules;21275,3
83089;Ollières;22150,7
83090;Ollioules;21420,0
83091;Pierrefeu-du-Var;22402,1
83092;Pignans;19568,0
83093;Plan-d'Aups-Sainte-Baume;22410,5
83094;Le Plan-de-la-Tour;20437,3
83095;Pontevès;19177,3
83096;Pourcieux;21660,0
83097;Pourrières;23742,7
83098;Le Pradet;22660,8
83099;Puget-sur-Argens;20044,0
83100;Puget-Ville;20168,1
83101;Ramatuelle;21348,8
83102;Régusse;18618,1
83103;Le Revest-les-Eaux;24323,0
83104;Rians;20133,9
83105;Riboux;
83106;Rocbaron;21869,0
83107;Roquebrune-sur-Argens;21503,6
83108;La Roquebrussanne;20184,7
83109;La Roque-Esclapon;17475,3
83110;Rougiers;19714,3
83111;Sainte-Anastasie-sur-Issole;20338,5
83112;Saint-Cyr-sur-Mer;23126,4
83113;Saint-Julien;18819,0
83114;Saint-Martin-de-Pallières;20055,5
83115;Sainte-Maxime;20502,5
83116;Saint-Maximin-la-Sainte-Baume;20957,1
83117;Saint-Paul-en-Forêt;20710,6
83118;Saint-Raphaël;21960,0
83119;Saint-Tropez;22783,9
83120;Saint-Zacharie;22280,0
83121;Salernes;18364,7
83122;Les Salles-sur-Verdon;17618,1
83123;Sanary-sur-Mer;22648,9
83124;Seillans;18656,2
83125;Seillons-Source-d'Argens;20766,0
83126;La Seyne-sur-Mer;18633,6
83127;Signes;20481,4
83128;Sillans-la-Cascade;19132,9
83129;Six-Fours-les-Plages;21687,0
83130;Solliès-Pont;20385,6
83131;Solliès-Toucas;22268,1
83132;Solliès-Ville;23595,2
83133;Tanneron;21770,5
83134;Taradeau;20901,0
83135;Tavernes;18199,3
83136;Le Thoronet;20316,2
83137;Toulon;18534,0
83138;Tourrettes;20098,0
83139;Tourtour;19545,3
83140;Tourves;19623,8
83141;Trans-en-Provence;21541,9
83142;Trigance;17307,0
83143;Le Val;19926,8
83144;La Valette-du-Var;21206,0
83145;Varages;17056,0
83146;La Verdière;18641,2
83147;Vérignon;
83148;Vidauban;18681,5
83149;Villecroze;19942,7
83150;Vinon-sur-Verdon;20457,5
83151;Vins-sur-Caramy;18916,7
83152;Rayol-Canadel-sur-Mer;22931,6
83153;Saint-Mandrier-sur-Mer;21333,2
83154;Saint-Antonin-du-Var;18888,0
84001;Althen-des-Paluds;21176,5
84002;Ansouis;21809,2
84003;Apt;16519,5
84004;Aubignan;19596,0
84005;Aurel;16971,0
84006;Auribeau;
84007;Avignon;15887,3
84008;Le Barroux;19929,0
84009;La Bastide-des-Jourdans;19755,0
84010;La Bastidonne;23452,8
84011;Le Beaucet;19746,7
84012;Beaumes-de-Venise;19235,7
84013;Beaumettes;20385,3
84014;Beaumont-de-Pertuis;19976,7
84015;Beaumont-du-Ventoux;16039,0
84016;Bédarrides;19998,0
84017;Bédoin;19390,7
84018;Blauvac;18290,7
84019;Bollène;17324,0
84020;Bonnieux;19638,0
84021;Brantes;
84022;Buisson;16956,7
84023;Buoux;
84024;Cabrières-d'Aigues;19418,6
84025;Cabrières-d'Avignon;21730,0
84026;Cadenet;19456,0
84027;Caderousse;20630,4
84028;Cairanne;19799,0
84029;Camaret-sur-Aigues;20078,7
84030;Caromb;18848,9
84031;Carpentras;16146,9
84032;Caseneuve;19998,3
84033;Castellet;17729,3
84034;Caumont-sur-Durance;21641,5
84035;Cavaillon;16217,4
84036;Châteauneuf-de-Gadagne;23224,4
84037;Châteauneuf-du-Pape;20751,4
84038;Cheval-Blanc;21073,8
84039;Courthézon;19112,5
84040;Crestet;19318,7
84041;Crillon-le-Brave;22299,1
84042;Cucuron;19289,3
84043;Entraigues-sur-la-Sorgue;19730,8
84044;Entrechaux;16876,0
84045;Faucon;17551,0
84046;Flassan;18259,2
84047;Gargas;20201,9
84048;Gignac;
84049;Gigondas;21530,7
84050;Gordes;22039,5
84051;Goult;19992,2
84052;Grambois;20816,7
84053;Grillon;18700,0
84054;L'Isle-sur-la-Sorgue;19258,1
84055;Jonquerettes;23883,9
84056;Jonquières;19357,9
84057;Joucas;19467,3
84058;Lacoste;20942,8
84059;Lafare;19453,3
84060;Lagarde-d'Apt;
84061;Lagarde-Paréol;21824,4
84062;Lagnes;21702,0
84063;Lamotte-du-Rhône;20340,0
84064;Lapalud;18573,0
84065;Lauris;20135,2
84066;Lioux;18428,5
84067;Loriol-du-Comtat;20878,3
84068;Lourmarin;20830,8
84069;Malaucène;17845,3
84070;Malemort-du-Comtat;18697,1
84071;Maubec;20989,0
84072;Mazan;19599,3
84073;Ménerbes;19357,1
84074;Mérindol;19766,0
84075;Méthamis;18539,3
84076;Mirabeau;22300,7
84077;Modène;20469,5
84078;Mondragon;18566,0
84079;Monieux;17084,7
84080;Monteux;18281,8
84081;Morières-lès-Avignon;21583,0
84082;Mormoiron;18075,0
84083;Mornas;20054,4
84084;La Motte-d'Aigues;21150,0
84085;Murs;17631,0
84086;Oppède;19524,1
84087;Orange;17766,1
84088;Pernes-les-Fontaines;20583,3
84089;Pertuis;20234,2
84090;Peypin-d'Aigues;21184,3
84091;Piolenc;19823,3
84092;Le Pontet;17785,2
84093;Puget;23339,0
84094;Puyméras;20329,0
84095;Puyvert;20050,0
84096;Rasteau;19804,0
84097;Richerenches;17922,0
84098;Roaix;18582,9
84099;Robion;20384,4
84100;La Roque-Alric;
84101;La Roque-sur-Pernes;21436,3
84102;Roussillon;20292,5
84103;Rustrel;19322,0
84104;Sablet;19954,0
84105;Saignon;21253,2
84106;Sainte-Cécile-les-Vignes;19322,4
84107;Saint-Christol;16276,0
84108;Saint-Didier;21110,7
84109;Saint-Hippolyte-le-Graveyron;24949,8
84110;Saint-Léger-du-Ventoux;
84111;Saint-Marcellin-lès-Vaison;22146,7
84112;Saint-Martin-de-Castillon;18710,0
84113;Saint-Martin-de-la-Brasque;20138,7
84114;Saint-Pantaléon;20038,5
84115;Saint-Pierre-de-Vassols;19449,5
84116;Saint-Romain-en-Viennois;19745,7
84117;Saint-Roman-de-Malegarde;19221,1
84118;Saint-Saturnin-lès-Apt;21461,5
84119;Saint-Saturnin-lès-Avignon;22010,8
84120;Saint-Trinit;19280,0
84121;Sannes;17532,8
84122;Sarrians;18388,5
84123;Sault;17885,2
84124;Saumane-de-Vaucluse;22241,2
84125;Savoillan;
84126;Séguret;20180,0
84127;Sérignan-du-Comtat;21170,0
84128;Sivergues;
84129;Sorgues;17852,0
84130;Suzette;18546,0
84131;Taillades;22305,0
84132;Le Thor;20413,0
84133;La Tour-d'Aigues;21967,3
84134;Travaillan;20531,3
84135;Uchaux;23902,0
84136;Vacqueyras;19390,0
84137;Vaison-la-Romaine;18054,7
84138;Valréas;16756,5
84139;Fontaine-de-Vaucluse;16728,5
84140;Vaugines;19012,0
84141;Vedène;20293,3
84142;Velleron;21203,3
84143;Venasque;20233,8
84144;Viens;18169,3
84145;Villars;19801,7
84146;Villedieu;19064,4
84147;Villelaure;21657,3
84148;Villes-sur-Auzon;17106,1
84149;Violès;18942,1
84150;Visan;18570,0
84151;Vitrolles-en-Lubéron;20881,9
85001;L'Aiguillon-sur-Mer;19426,0
85002;L'Aiguillon-sur-Vie;19484,0
85003;Aizenay;19982,9
85004;Angles;20182,0
85005;Antigny;19211,5
85006;Apremont;18919,0
85008;Aubigny;20875,7
85009;Auzay;19331,0
85010;Avrillé;19557,2
85011;Barbâtre;20262,0
85012;La Barre-de-Monts;19174,4
85013;Bazoges-en-Paillers;19994,5
85014;Bazoges-en-Pareds;18250,0
85015;Beaufou;19980,5
85016;Beaulieu-sous-la-Roche;19996,0
85017;Beaurepaire;19814,8
85018;Beauvoir-sur-Mer;19061,6
85019;Belleville-sur-Vie;20793,3
85020;Benet;20803,6
85021;La Bernardière;20678,0
85022;Le Bernard;19197,3
85023;Bessay;19089,0
85024;Bois-de-Céné;18828,3
85025;La Boissière-de-Montaigu;19633,3
85026;La Boissière-des-Landes;19676,0
85027;Boufféré;21454,3
85028;Bouillé-Courdault;19980,0
85029;Bouin;18504,8
85030;Boulogne;19660,8
85031;Le Boupère;19476,8
85033;Bourneau;18309,4
85034;Bournezeau;19717,5
85035;Bretignolles-sur-Mer;21548,7
85036;La Bretonnière-la-Claye;18806,7
85037;Breuil-Barret;18956,0
85038;Les Brouzils;20082,5
85039;La Bruffière;19972,7
85040;La Caillère-Saint-Hilaire;18917,3
85041;Cezais;18264,3
85042;Chaillé-les-Marais;19032,4
85043;Chaillé-sous-les-Ormeaux;19595,0
85044;Chaix;19626,2
85045;La Chaize-Giraud;19194,3
85046;La Chaize-le-Vicomte;20386,2
85047;Challans;19661,2
85048;Chambretaud;19784,4
85049;Champagné-les-Marais;18043,0
85050;Le Champ-Saint-Père;18942,2
85051;Chantonnay;19020,0
85052;La Chapelle-Achard;20019,8
85053;La Chapelle-aux-Lys;17798,6
85054;La Chapelle-Hermier;18175,0
85055;La Chapelle-Palluau;19329,3
85056;La Chapelle-Thémer;18232,0
85058;Chasnais;20959,4
85059;La Châtaigneraie;18297,2
85060;Château-d'Olonne;21171,9
85061;Château-Guibert;19994,3
85062;Châteauneuf;19356,4
85063;Les Châtelliers-Châteaumur;19247,0
85064;Chauché;20275,0
85065;Chavagnes-en-Paillers;19660,7
85066;Chavagnes-les-Redoux;18535,0
85067;Cheffois;19776,3
85069;Les Clouzeaux;21464,0
85070;Coëx;18362,7
85071;Commequiers;19188,3
85072;La Copechagnière;19748,3
85073;Corpe;18811,0
85074;La Couture;20232,7
85076;Cugand;21310,0
85077;Curzon;16729,2
85078;Damvix;17908,6
85080;Doix;18908,0
85081;Dompierre-sur-Yon;21550,4
85082;Les Epesses;19897,1
85083;L'Épine;19344,3
85084;Les Essarts;20064,6
85086;Falleron;18577,0
85087;Faymoreau;16297,5
85088;Le Fenouiller;21258,0
85089;La Ferrière;20619,0
85090;La Flocellière;19242,4
85091;Fontaines;19557,3
85092;Fontenay-le-Comte;18818,3
85093;Fougeré;19880,0
85094;Foussais-Payré;18106,8
85095;Froidfond;18458,1
85096;La Garnache;19517,0
85097;La Gaubretière;19950,0
85098;La Génétouze;20804,7
85099;Le Girouard;19892,0
85100;Givrand;20811,9
85101;Le Givre;19454,0
85102;Grand'Landes;17577,8
85103;Grosbreuil;18899,3
85104;Grues;19778,5
85105;Le Gué-de-Velluire;18036,2
85106;La Guérinière;19863,8
85107;La Guyonnière;20174,7
85108;L'Herbergement;20742,3
85109;Les Herbiers;20110,7
85110;L'Hermenault;18436,0
85111;L'Île-d'Elle;18153,0
85112;L'Île-d'Olonne;19721,1
85113;L'Île-d'Yeu;20423,5
85114;Jard-sur-Mer;22647,0
85115;La Jaudonnière;18431,0
85116;La Jonchère;18650,7
85117;Lairoux;19310,7
85118;Landeronde;20345,7
85119;Les Landes-Genusson;19771,1
85120;Landevieille;18957,3
85121;Le Langon;18469,6
85123;Liez;20221,3
85125;Loge-Fougereuse;18418,0
85126;Longèves;20729,0
85127;Longeville-sur-Mer;20569,3
85128;Luçon;19063,0
85129;Les Lucs-sur-Boulogne;19815,3
85130;Maché;19389,7
85131;Les Magnils-Reigniers;19598,0
85132;Maillé;18585,7
85133;Maillezais;18830,0
85134;Mallièvre;20691,0
85135;Mareuil-sur-Lay-Dissais;19570,7
85136;Marillet;15776,7
85137;Marsais-Sainte-Radégonde;19343,8
85138;Martinet;19119,4
85139;Le Mazeau;19315,7
85140;La Meilleraie-Tillay;20156,9
85141;Menomblet;17423,8
85142;La Merlatière;19356,0
85143;Mervent;17563,0
85144;Mesnard-la-Barotière;20110,0
85145;Monsireigne;18439,5
85146;Montaigu;20812,7
85147;Montournais;19005,4
85148;Montreuil;18994,0
85149;Moreilles;16961,5
85150;Mormaison;19865,4
85151;Mortagne-sur-Sèvre;20349,2
85152;La Mothe-Achard;19398,4
85153;Mouchamps;19254,8
85154;Mouilleron-en-Pareds;18550,0
85155;Mouilleron-le-Captif;22551,0
85156;Moutiers-les-Mauxfaits;19326,3
85157;Moutiers-sur-le-Lay;18884,3
85158;Mouzeuil-Saint-Martin;18377,9
85159;Nalliers;18777,2
85160;Nesmy;20498,1
85161;Nieul-le-Dolent;19235,3
85162;Nieul-sur-l'Autise;19897,5
85163;Noirmoutier-en-l'Île;20287,8
85164;Notre-Dame-de-Monts;19975,7
85165;L'Oie;19915,6
85166;Olonne-sur-Mer;20646,7
85167;L'Orbrie;21185,0
85168;Oulmes;19647,6
85169;Palluau;17840,0
85171;Péault;19667,1
85172;Le Perrier;18980,4
85174;Petosse;18741,8
85175;Les Pineaux;19152,9
85176;Pissotte;21086,2
85177;Le Poiré-sur-Velluire;17840,0
85178;Le Poiré-sur-Vie;20618,4
85179;Poiroux;19319,4
85180;La Pommeraie-sur-Sèvre;18785,4
85181;Pouillé;18091,3
85182;Pouzauges;19928,3
85184;Puy-de-Serre;16717,6
85185;Puyravault;17987,1
85186;La Rabatelière;20014,7
85187;Réaumur;19400,1
85188;La Réorthe;19391,0
85189;Notre-Dame-de-Riez;19533,9
85190;Rocheservière;19664,0
85191;La Roche-sur-Yon;19874,7
85192;Rochetrejoux;19639,0
85193;Rosnay;18908,8
85194;Les Sables-d'Olonne;21268,5
85196;Saint-André-Goule-d'Oie;20152,7
85197;Saint-André-Treize-Voies;20519,4
85198;Saint-Aubin-des-Ormeaux;19726,8
85199;Saint-Aubin-la-Plaine;18481,9
85200;Saint-Avaugourd-des-Landes;19046,7
85201;Saint-Benoist-sur-Mer;19464,7
85202;Sainte-Cécile;18518,0
85204;Saint-Christophe-du-Ligneron;18709,0
85205;Saint-Cyr-des-Gâts;17944,0
85206;Saint-Cyr-en-Talmondais;18052,7
85207;Saint-Denis-du-Payré;18969,0
85208;Saint-Denis-la-Chevasse;19512,0
85209;Saint-Étienne-de-Brillouet;18473,8
85210;Saint-Étienne-du-Bois;18239,6
85211;Sainte-Flaive-des-Loups;19905,8
85212;Sainte-Florence;20482,1
85213;Saint-Florent-des-Bois;20351,3
85214;Sainte-Foy;20316,5
85215;Saint-Fulgent;19731,7
85216;Sainte-Gemme-la-Plaine;19453,3
85217;Saint-Georges-de-Montaigu;21409,0
85218;Saint-Georges-de-Pointindoux;20244,7
85219;Saint-Germain-l'Aiguiller;19711,6
85220;Saint-Germain-de-Prinçay;20031,3
85221;Saint-Gervais;19224,0
85222;Saint-Gilles-Croix-de-Vie;20855,6
85223;Sainte-Hermine;18255,3
85224;Saint-Hilaire-de-Loulay;20908,8
85226;Saint-Hilaire-de-Riez;20847,3
85227;Saint-Hilaire-des-Loges;17958,7
85229;Saint-Hilaire-de-Voust;18192,6
85231;Saint-Hilaire-la-Forêt;19317,3
85232;Saint-Hilaire-le-Vouhis;18163,3
85233;Saint-Jean-de-Beugné;18809,0
85234;Saint-Jean-de-Monts;20002,7
85235;Saint-Juire-Champgillon;17514,3
85236;Saint-Julien-des-Landes;19320,0
85237;Saint-Laurent-de-la-Salle;17464,0
85238;Saint-Laurent-sur-Sèvre;20443,3
85239;Saint-Maixent-sur-Vie;19258,0
85240;Saint-Malô-du-Bois;20295,2
85242;Saint-Mars-la-Réorthe;19864,3
85243;Brem-sur-Mer;20073,5
85244;Saint-Martin-de-Fraigneau;19813,3
85245;Saint-Martin-des-Fontaines;17783,3
85246;Saint-Martin-des-Noyers;19462,2
85247;Saint-Martin-des-Tilleuls;19512,0
85248;Saint-Martin-Lars-en-Sainte-Hermine;19591,3
85250;Saint-Mathurin;20334,0
85251;Saint-Maurice-des-Noues;18107,9
85252;Saint-Maurice-le-Girard;18611,6
85254;Saint-Mesmin;19206,0
85255;Saint-Michel-en-l'Herm;19462,4
85256;Saint-Michel-le-Cloucq;19672,7
85257;Saint-Michel-Mont-Mercure;19418,0
85259;Saint-Paul-en-Pareds;20549,0
85260;Saint-Paul-Mont-Penit;18364,6
85261;Sainte-Pexine;18669,0
85262;Saint-Philbert-de-Bouaine;19706,2
85264;Saint-Pierre-du-Chemin;17350,0
85265;Saint-Pierre-le-Vieux;17757,5
85266;Saint-Prouant;19336,2
85267;Sainte-Radégonde-des-Noyers;20229,0
85268;Saint-Révérend;18500,6
85269;Saint-Sigismond;19546,7
85271;Saint-Sulpice-en-Pareds;17127,5
85272;Saint-Sulpice-le-Verdon;20920,0
85273;Saint-Urbain;18787,3
85274;Saint-Valérien;19783,2
85276;Saint-Vincent-Sterlanges;18938,0
85277;Saint-Vincent-sur-Graon;19405,2
85278;Saint-Vincent-sur-Jard;22216,0
85279;Saligny;20350,8
85280;Sallertaine;19049,3
85281;Sérigné;19142,5
85282;Sigournais;19519,3
85284;Soullans;20142,0
85285;Le Tablier;19206,6
85286;La Taillée;18381,8
85287;Tallud-Sainte-Gemme;20312,6
85288;Talmont-Saint-Hilaire;20828,0
85289;La Tardière;18754,0
85290;Thiré;20773,3
85291;Thorigny;19019,6
85292;Thouarsais-Bouildroux;19505,2
85293;Tiffauges;19937,0
85294;La Tranche-sur-Mer;21258,7
85295;Treize-Septiers;20168,0
85296;Treize-Vents;19284,9
85297;Triaize;18356,0
85298;Vairé;18740,4
85299;Velluire;18369,2
85300;Venansault;21040,5
85301;Vendrennes;19465,7
85302;La Verrie;20189,7
85303;Vix;18420,5
85304;Vouillé-les-Marais;17747,1
85305;Vouvant;19013,8
85306;Xanton-Chassenon;19493,3
85307;La Faute-sur-Mer;21372,7
86001;Adriers;16759,3
86002;Amberre;19506,7
86003;Anché;20673,8
86004;Angles-sur-l'Anglin;19557,2
86005;Angliers;18376,7
86006;Antigny;18492,7
86007;Antran;21724,0
86008;Arçay;18541,0
86009;Archigny;18162,9
86010;Aslonnes;21121,8
86011;Asnières-sur-Blour;16151,2
86012;Asnois;17392,1
86013;Aulnay;17225,5
86014;Availles-en-Châtellerault;20846,0
86015;Availles-Limouzine;17880,0
86016;Avanton;21905,0
86017;Ayron;18745,4
86018;Basses;18846,7
86019;Beaumont;20178,6
86020;Bellefonds;20353,5
86021;Benassay;19006,7
86022;Berrie;18051,0
86023;Berthegon;15974,3
86024;Béruges;22590,0
86025;Béthines;17876,0
86026;Beuxes;18809,4
86027;Biard;22381,4
86028;Bignoux;22740,5
86029;Blanzay;17892,0
86030;Blaslay;20331,0
86031;Bonnes;21248,1
86032;Bonneuil-Matours;20879,5
86034;Bouresse;17321,0
86035;Bourg-Archambault;16521,0
86036;Bournand;18112,8
86037;Brigueil-le-Chantre;15865,0
86038;Brion;18920,7
86039;Brux;18105,6
86040;La Bussière;18711,0
86041;Buxerolles;21681,9
86042;Buxeuil;18994,3
86043;Ceaux-en-Couhé;17764,4
86044;Ceaux-en-Loudun;18056,5
86045;Celle-Lévescault;20231,0
86046;Cenon-sur-Vienne;20924,3
86047;Cernay;18588,3
86048;Chabournay;21283,8
86049;Chalais;19576,7
86050;Chalandray;19269,0
86051;Champagné-le-Sec;18114,3
86052;Champagné-Saint-Hilaire;18113,8
86053;Champigny-le-Sec;21047,1
86054;Champniers;19344,0
86055;La Chapelle-Bâton;16787,3
86056;La Chapelle-Montreuil;19360,0
86058;La Chapelle-Moulière;22612,5
86059;Chapelle-Viviers;17187,1
86060;Charrais;20632,0
86061;Charroux;17146,0
86062;Chasseneuil-du-Poitou;20819,0
86063;Chatain;15584,0
86064;Château-Garnier;17390,5
86065;Château-Larcher;20844,0
86066;Châtellerault;18530,7
86067;Châtillon;20126,0
86068;Chaunay;17417,6
86069;La Chaussée;18221,9
86070;Chauvigny;19698,4
86071;Cheneché;20005,4
86072;Chenevelles;17934,7
86073;Cherves;18730,5
86074;Chiré-en-Montreuil;19943,3
86075;Chouppes;18725,0
86076;Cissé;22511,0
86077;Civaux;19313,8
86078;Civray;17853,3
86079;La Roche-Rigault;18342,5
86080;Cloué;20184,0
86081;Colombiers;21078,8
86082;Couhé;17814,7
86083;Coulombiers;19923,1
86084;Coulonges;16374,7
86085;Coussay;19069,5
86086;Coussay-les-Bois;19922,0
86087;Craon;17485,3
86088;Croutelle;23346,1
86089;Cuhon;18896,0
86090;Curçay-sur-Dive;18519,5
86091;Curzay-sur-Vonne;17140,4
86092;Dangé-Saint-Romain;19176,7
86093;Dercé;15973,8
86094;Dienné;20625,0
86095;Dissay;20290,0
86096;Doussay;18822,0
86097;La Ferrière-Airoux;17214,0
86098;Fleix;17834,3
86099;Fleuré;19377,2
86100;Fontaine-le-Comte;23310,0
86102;Frozes;22486,7
86103;Gençay;19516,0
86104;Genouillé;18014,1
86105;Gizay;19908,0
86106;Glénouze;16442,8
86107;Gouex;18698,0
86108;La Grimaudière;19260,0
86109;Guesnes;17367,2
86110;Haims;18814,5
86111;Ingrandes;19616,3
86112;L'Isle-Jourdain;17503,2
86113;Iteuil;21397,5
86114;Jardres;21146,4
86115;Jaunay-Clan;21114,0
86116;Jazeneuil;20326,7
86117;Jouhet;18348,3
86118;Journet;18697,6
86119;Joussé;17568,0
86120;Lathus-Saint-Rémy;17614,7
86121;Latillé;18138,7
86122;Lauthiers;
86123;Lavausseau;18907,6
86124;Lavoux;21857,7
86125;Leigné-les-Bois;18996,0
86126;Leignes-sur-Fontaine;17811,2
86127;Leigné-sur-Usseau;19615,1
86128;Lencloître;18074,0
86129;Lésigny;19496,7
86130;Leugny;18903,5
86131;Lhommaizé;19969,0
86132;Liglet;17639,0
86133;Ligugé;23099,5
86134;Linazay;16818,0
86135;Liniers;22187,5
86136;Lizant;18051,9
86137;Loudun;18407,0
86138;Luchapt;15984,0
86139;Lusignan;19558,1
86140;Lussac-les-Châteaux;18581,5
86141;Magné;19768,0
86142;Maillé;18227,5
86143;Mairé;18596,5
86144;Maisonneuve;18924,0
86145;Marçay;20474,3
86146;Marigny-Brizay;20234,6
86147;Marigny-Chemereau;19528,0
86148;Marnay;19855,5
86149;Martaizé;18004,7
86150;Massognes;20653,3
86151;Maulay;15807,3
86152;Mauprévoir;17553,3
86153;Mazerolles;19540,5
86154;Mazeuil;19572,0
86156;Messemé;19732,7
86157;Mignaloux-Beauvoir;25411,7
86158;Migné-Auxances;22362,4
86159;Millac;17475,0
86160;Mirebeau;17751,3
86161;Moncontour;17734,3
86162;Mondion;20195,4
86163;Montamisé;24408,6
86164;Monthoiron;19819,7
86165;Montmorillon;19394,0
86166;Montreuil-Bonnin;19974,0
86167;Monts-sur-Guesnes;16918,7
86169;Morton;16923,8
86170;Moulismes;19361,9
86171;Moussac;18431,0
86172;Mouterre-sur-Blourde;15321,3
86173;Mouterre-Silly;18581,3
86174;Naintré;20156,1
86175;Nalliers;17099,0
86176;Nérignac;17959,3
86177;Neuville-de-Poitou;20698,3
86178;Nieuil-l'Espoir;21564,3
86180;Nouaillé-Maupertuis;24300,0
86181;Nueil-sous-Faye;16674,5
86182;Orches;18564,0
86183;Les Ormes;19299,3
86184;Ouzilly;19051,7
86186;Oyré;20653,3
86187;Paizay-le-Sec;18306,8
86188;Payré;19475,0
86189;Payroux;16557,0
86190;Persac;17231,5
86191;Pindray;20080,8
86192;Plaisance;18777,6
86193;Pleumartin;17389,0
86194;Poitiers;18326,5
86195;Port-de-Piles;17843,0
86196;Pouançay;19794,5
86197;Pouant;18563,0
86198;Pouillé;21391,4
86200;Pressac;17032,5
