"","x"
"1244","Delta_Ecole_enseignement_superieur_agricole_internat_public"
"1245","Delta_Unite_Formationde_Recherche_public"
"1246","Delta_Section_Tech_Superieur_Csse_Prepa_Grandes_Ecoles_public"
"1247","Delta_Spe_stomatologie"
"1248","Delta_Spe_radiodiagnosticimagerie_medicale"
"1249","Delta_Spe_pneumologie"
"1250","Delta_Spe_pediatrie"
"1251","Delta_Spe_oto.rhino.ryngologie"
"1252","Delta_Spe_ophtalmologie"
"1253","Delta_Spe_psychiatrie"
"1254","Delta_Spe_gastro.enterologie_hepatologie"
"1255","Delta_Spe_dermatologie_venereologie"
"1256","Delta_Spe_cardiologie"
"1257","Delta_Entreprise_generalebatiment"
"1258","Delta_Plombier_couvreur_chauffagiste"
"1259","Delta_Menuisier_charpentier_serrurier"
"1260","Delta_Ptrier_peintre"
"1261","Delta_Macon"
"1262","Delta_Reparation_autode_materiel_agricole"
"1263","Delta_Reis_poste"
"1264","Delta_Banques_caisses_epargne"
"1265","Delta_Maison_justicedu_droit"
"1266","Delta_Conseilpru_hommes"
"1267","Delta_Ambunce"
"1268","Delta_boratoire_analysesde_biologie_medicales"
"1269","Delta_Structures_psychiatriques_ambutoire"
"1270","Delta_Salles_combat_moins_une_aire_pratique_eciree"
"1271","Delta_Salles_combat_moins_une_aire_pratique_couverte"
"1272","Delta_Salles_combat.nombre_aires_pratique"
"1273","Delta_Boucle_randonnee.nombre_circuits"
"1274","Delta_Port_pisance.Mouilge.nombre_ports_zones"
"1275","Delta_Port_pisance.Mouilge"
"1276","Delta_Baignade_amenagee.nombre_aires_pratique"
"1277","Delta_Salles_multisports_gymnase_moins_une_aire_pratique_eciree"
"1278","Delta_Salles_multisports_gymnase_moins_une_aire_pratique_couverte"
"1279","Delta_Salles_multisports_gymnase_.nombre_aires_pratique"
"1280","Delta_Salles_remise_forme_moins_une_aire_pratique_eciree"
"1281","Delta_Salles_remise_forme_moins_une_aire_pratique_couverte"
"1282","Delta_Salles_remise_forme.nombre_aires_pratique"
"1283","Delta_Bowling_moins_une_aire_jeu_eciree"
"1284","Delta_Bowling_moins_une_aire_jeu_couverte"
"1285","Delta_Bowling.nombre_aires_jeu"
"1286","Delta_Sports_nautiques_moins_une_aire_pratique_eciree"
"1287","Delta_Sports_nautiques_moins_une_aire_pratique_couverte"
"1288","Delta_Sports_nautiques.nombre_aires_pratique"
"1289","Delta_Roller.Skate.Velo_bicrossfreestyle_moins_un_equipement_ecire"
"1290","Delta_Roller.Skate.Velo_bicrossfreestyle_moins_un_equipement_couvert"
"1291","Delta_Roller.Skate.Velo_bicrossfreestyle.nombre_pistes"
"1292","Delta_Roller.Skate.Velo_bicrossfreestyle"
"1293","Delta_Salles_non_specialisees_moins_un_equipement_ecire"
"1294","Delta_Salles_non_specialisees_moins_un_equipement_couvert"
"1295","Delta_Salles_non_specialisees.nombre_equipements_où_exerce_moins_une_activite_physique_sportive"
"1296","Delta_Terrains_grands_jeux_moins_un_terrain_ecire"
"1297","Delta_Terrains_grands_jeux_moins_un_terrain_couvert"
"1298","Delta_Terrains_grands_jeux.nombre_terrains"
"1299","Delta_Salles_specialisees_moins_une_aire_pratique_eciree"
"1300","Delta_Salles_specialisees_moins_une_aire_pratique_couverte"
"1301","Delta_Salles_specialisees.nombre_aires_pratique"
"1302","Delta_Pteauxterrains_jeux_exterieurs_moins_une_aire_pratique_eciree"
"1303","Delta_Pteauxterrains_jeux_exterieurs_moins_une_aire_pratique_couverte"
"1304","Delta_Pteauxterrains_jeux_exterieurs.nombre_aires_pratique"
"1305","Delta_Pteauxterrains_jeux_exterieurs"
"1306","Delta_Sports_gce_moins_une_aire_pratique_eciree"
"1307","Delta_Sports_gce_moins_une_aire_pratique_couverte"
"1308","Delta_Sports_gce.nombre_aires_pratique"
"1309","Delta_Sports_gce"
"1310","Delta_Parcours_sportif_sante_moins_un_parcours_ecire"
"1311","Delta_Parcours_sportif_sante_moins_un_parcours_couvert"
"1312","Delta_Parcours_sportif_sante.nombre_parcours"
"1313","Delta_Terrain_golf_moins_une_aire_pratique_eciree"
"1314","Delta_Terrain_golf_moins_une_aire_pratique_couverte"
"1315","Delta_Terrain_golf.nombre_aires_pratique"
"1316","Delta_Athletisme_moins_une_aire_pratique_eciree"
"1317","Delta_Athletisme_moins_une_aire_pratique_couverte"
"1318","Delta_Athletisme.nombre_aires_pratique"
"1319","Delta_Centre_equestre_moins_un_equipement_ecire"
"1320","Delta_Centre_equestre_moins_un_equipement_couvert"
"1321","Delta_Centre_equestre.nombre_carrieres_maneges"
"1322","Delta_Domaine_skiable_moins_une_piste_eciree"
"1323","Delta_Domaine_skiable_moins_une_piste_couverte"
"1324","Delta_Domaine_skiable.nombre_pistes"
"1325","Delta_equipement_cyclisme_moins_une_piste_eciree"
"1326","Delta_equipement_cyclisme_moins_une_piste_couverte"
"1327","Delta_equipement_cyclisme.nombre_pistes"
"1328","Delta_Tennis_moins_un_court_ecire"
"1329","Delta_Tennis_moins_un_court_couvert"
"1330","Delta_Tennis.nombre_courts"
"1331","Delta_Boulodrome_moins_un_terrain_ecire"
"1332","Delta_Boulodrome_moins_un_terrain_couvert"
"1333","Delta_Boulodrome.nombre_terrains"
"1334","Delta_Bassin_natation_moins_un_bassin_ecire"
"1335","Delta_Bassin_natation_moins_un_bassin_couvert"
"1336","Delta_Bassin_natation.nombre_bassins_natation_sportive_ludique"
"1337","Delta_MaisonsImmeubles_dur_DOM"
"1338","Delta_MaisonsImmeubles_bois_DOM"
"1339","Delta_Cases_traditionnelles_DOM"
"1340","Delta_Habitations_fortune_DOM"
"1341","Delta_Menages_deux_voituresplus"
"1342","Delta_Menages_une_voiture"
"1343","Delta_Menages_moins_une_voiture"
"1344","Delta_Menages_moins_un_parking"
"1345","Delta_Res_princ_tout_egout_DOM"
"1346","Delta_Res_princ_piece_climatisee_DOM"
"1347","Delta_Res_princ_chauffe.eau_soire_DOM"
"1348","Delta_Res_princ_Bain_Douche_WC_DOM"
"1349","Delta_Res_princ_eau_chaude_DOM"
"1350","Delta_Res_princ_electricite_DOM"
"1351","Delta_Res_princ_Chauffage_Individuel_elec_MET"
"1352","Delta_Anc_tot_Emmengt_Res_princ_occ_gratuit_annees"
"1353","Delta_Anc_tot_Emmengt_Res_princ_HLM_louees_vides_annees"
"1354","Delta_Anc_tot_Emmengt_Res_princ_occLocataires_annees"
"1355","Delta_Anc_tot_Emmengt_Res_princ_occProprietaires_annees"
"1356","Delta_Pers_Res_princ_occupees_gratuit"
"1357","Delta_Pers_Res_princ_occupees_Locataires"
"1358","Delta_Pers_Res_princ_occupees_Proprietaires"
"1359","Delta_Personnes_Res_princ"
"1360","Delta_Res_princ_loge_gratuit"
"1361","Delta_Res_princ_HLM_louee_vide"
"1362","Delta_Res_princ_occupees_Locataires"
"1363","Delta_Res_princ_occupees_Proprietaires"
"1364","Delta_Pieces_Res_princ_Men_emmenages_depuis_10_ansplus"
"1365","Delta_Pieces_Res_princ_Men_emmenages_entre_5.9_ans"
"1366","Delta_Pieces_Res_princ_Men_emmenages_entre_2.4_ans"
"1367","Delta_Pieces_Res_princ_Men_emmenages_moins_2_ans"
"1368","Delta_Pop_men_emmenages_depuis_10_ansplus"
"1369","Delta_Pop_menages"
"1370","Delta_Menages_emmenages_depuis_10_ansplus"
"1371","Delta_Menages_emmenages_entre_5.9_ans"
"1372","Delta_Menages_emmenages_entre_2.4_ans"
"1373","Delta_Menages_emmenages_moins_2_ans"
"1374","Delta_Menages2"
"1375","Delta_Res_princ_appart_1991_2005"
"1376","Delta_Res_princ_appart_1971_1990"
"1377","Delta_Res_princ_appart_1946_1970"
"1378","Delta_Res_princ_appart_1919_1945"
"1379","Delta_Res_princ_appart_avt_1919"
"1380","Delta_Res_princ_maison_1991_2005"
"1381","Delta_Res_princ_maison_1971_1990"
"1382","Delta_Res_princ_maison_1946_1970"
"1383","Delta_Res_princ_maison_1919_1945"
"1384","Delta_Res_princ_maison_avt_1919"
"1385","Delta_Res_princ_1991_2005"
"1386","Delta_Res_princ_1971_1990"
"1387","Delta_Res_princ_1946_1970"
"1388","Delta_Res_princ_1919_1945"
"1389","Delta_Res_princ_avt_1919"
"1390","Delta_Res_princ_120_m2plus"
"1391","Delta_Res_princ_moins_30_m2"
"1392","Delta_Pieces_res_princ_appartement"
"1393","Delta_Res_princ_appartement"
"1394","Delta_Pieces_res_princ_maison"
"1395","Delta_Res_princ_maison"
"1396","Delta_Pieces_res_princ"
"1397","Delta_Res_princ_5_piecesplus"
"1398","Delta_Res_princ_4_pieces"
"1399","Delta_Res_princ_3_pieces"
"1400","Delta_Res_princ_2_pieces"
"1401","Delta_Res_princ_1_piece"
"1402","Delta_Appartements"
"1403","Delta_Maisons"
"1404","Delta_Logements_vacants"
"1405","Delta_Res_secondaireslogts_occasionnels"
"1406","Delta_Residences_principales"
"1407","Delta_Logements"
"1408","Delta_Partautres_revenus_tx"
"1409","Delta_Partpensions_retraitesrentes_tx"
"1410","Delta_Taux_bas_revenus_decres_seuil_60_tx_tx"
"1411","Delta_Partmenages_fiscaux_imposes_tx"
"1412","Delta_Pop_hors_menages"
"1413","Delta_Pop_menages_2"
"1414","Delta_Pop_Immigres"
"1415","Delta_Pop_Etrangers"
"1416","Delta_Pop_Francais"
"1417","Delta_Pop_15_ansplus_Femmes_Autres"
"1418","Delta_Pop_15_ansplus_Femmes_Retraites"
"1419","Delta_Pop_15_ansplus_Femmes_Ouvriers"
"1420","Delta_Pop_15_ansplus_Femmes_Employes"
"1421","Delta_Pop_15_ansplus_Femmes_Prof_intermediaires"
"1422","Delta_Pop_15_ansplus_Femmes_Cadres_Prof_intel_sup"
"1423","Delta_Pop_15_ansplus_Femmes_Artisans_Comm_Chefs_entr"
"1424","Delta_Pop_15_ansplus_Femmes_Agriculteurs_exploitants"
"1425","Delta_Pop_15_ansplus_Femmes"
"1426","Delta_Pop_15_ansplus_Hommes_Autres"
"1427","Delta_Pop_15_ansplus_Hommes_Retraites"
"1428","Delta_Pop_15_ansplus_Hommes_Ouvriers"
"1429","Delta_Pop_15_ansplus_Hommes_Employes"
"1430","Delta_Pop_15_ansplus_Hommes_Prof_intermediaires"
"1431","Delta_Pop_15_ansplus_Hommes_Cadres_Prof_intel_sup"
"1432","Delta_Pop_15_ansplus_Hommes_Artisans_Comm_Chefs_entr"
"1433","Delta_Pop_15_ansplus_Hommes_Agriculteurs_exploitants"
"1434","Delta_Pop_15_ansplus_Hommes"
"1435","Delta_Pop_15_ansplus_Autres"
"1436","Delta_Pop_15_ansplus_Retraites"
"1437","Delta_Pop_15_ansplus_Ouvriers"
"1438","Delta_Pop_15_ansplus_Employes"
"1439","Delta_Pop_15_ansplus_Prof_intermediaires"
"1440","Delta_Pop_15_ansplus_Cadres_Prof_intel_sup"
"1441","Delta_Pop_15_ansplus_Artisans_Comm_Chefs_entr"
"1442","Delta_Pop_15_ansplus_Agriculteurs_exploitants"
"1443","Delta_Pop_15_ansplus2"
"1444","Delta_Pop_Femmes_65_ansplus"
"1445","Delta_Pop_Femmes_20.64_ans"
"1446","Delta_Pop_Femmes_0.19_ans"
"1447","Delta_Pop_Femmes_75_ansplus"
"1448","Delta_Pop_Femmes_60.74_ans"
"1449","Delta_Pop_Femmes_45.59_ans"
"1450","Delta_Pop_Femmes_30.44_ans"
"1451","Delta_Pop_Femmes_15.29_ans"
"1452","Delta_Pop_Femmes_0.14_ans"
"1453","Delta_Pop_Femmes"
"1454","Delta_Pop_Hommes_65_ansplus"
"1455","Delta_Pop_Hommes_20.64_ans"
"1456","Delta_Pop_Hommes_0.19_ans"
"1457","Delta_Pop_Hommes_75_ansplus"
"1458","Delta_Pop_Hommes_60.74_ans"
"1459","Delta_Pop_Hommes_45.59_ans"
"1460","Delta_Pop_Hommes_30.44_ans"
"1461","Delta_Pop_Hommes_15.29_ans"
"1462","Delta_Pop_Hommes_0.14_ans"
"1463","Delta_Pop_Hommes"
"1464","Delta_Pop_65_ansplus"
"1465","Delta_Pop_20.64_ans"
"1466","Delta_Pop_0.19_ans"
"1467","Delta_Pop_75_ansplus"
"1468","Delta_Pop_60.74_ans"
"1469","Delta_Pop_45.59_ans"
"1470","Delta_Pop_30.44_ans"
"1471","Delta_Pop_15.29_ans"
"1472","Delta_Pop_0.14_ans"
"1473","Delta_Pop_80_ansplus"
"1474","Delta_Pop_65.79_ans"
"1475","Delta_Pop_55.64_ans_2"
"1476","Delta_Pop_40.54_ans"
"1477","Delta_Pop_25.39_ans"
"1478","Delta_Pop_11.17_ans"
"1479","Delta_Pop_3.5_ans"
"1480","Delta_Pop_0.2_ans"
"1481","Delta_Popution"
"1482","Delta_Pop_18.24_ans"
"1483","Delta_Pop_6.10_ans"
"1484","CODE_IRIS"
"1485","IRIS_CONSO_TOTAL_ELEC"
"1486","IRIS_PDL_TOTAL_ELEC"
"1487","ELEC_OPE_PRO_A"
"1488","ELEC_OPE_PRO_I"
"1489","ELEC_OPE_ENT_I"
"1490","ELEC_OPE_RES_R"
"1491","ELEC_OPE_PRO_T"
"1492","ELEC_OPE_ENT_T"
"1493","ELEC_OPE_PRO_X"
"1494","ELEC_OPE_ENT_PRO_A"
"1495","ELEC_OPE_ENT_PRO_T"
"1496","ELEC_OPE_ENT_PRO_X"
"1497","ELEC_OPE_ENT_A"
"1498","ELEC_OPE_ENT_PRO_I"
"1499","ELEC_OPE_ENT_X"
"1500","ELEC_SECT_CONSO_PRO_A"
"1501","ELEC_SECT_CONSO_ENT_I"
"1502","ELEC_SECT_CONSO_RES_R"
"1503","ELEC_SECT_CONSO_PRO_T"
"1504","ELEC_SECT_CONSO_ENT_T"
"1505","ELEC_SECT_CONSO_PRO_X"
"1506","ELEC_SECT_CONSO_PRO_I"
"1507","ELEC_SECT_CONSO_ENT_PRO_A"
"1508","ELEC_SECT_CONSO_ENT_PRO_T"
"1509","ELEC_SECT_CONSO_ENT_PRO_X"
"1510","ELEC_SECT_CONSO_ENT_A"
"1511","ELEC_SECT_CONSO_ENT_PRO_I"
"1512","ELEC_SECT_CONSO_ENT_X"
"1513","ELEC_SECT_PDL_PRO_A"
"1514","ELEC_SECT_PDL_ENT_I"
"1515","ELEC_SECT_PDL_RES_R"
"1516","ELEC_SECT_PDL_PRO_T"
"1517","ELEC_SECT_PDL_ENT_T"
"1518","ELEC_SECT_PDL_PRO_X"
"1519","ELEC_SECT_PDL_PRO_I"
"1520","ELEC_SECT_PDL_ENT_PRO_A"
"1521","ELEC_SECT_PDL_ENT_PRO_T"
"1522","ELEC_SECT_PDL_ENT_PRO_X"
"1523","ELEC_SECT_PDL_ENT_A"
"1524","ELEC_SECT_PDL_ENT_PRO_I"
"1525","ELEC_SECT_PDL_ENT_X"
"1526","Departement"
"1527","Region"
