YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2020-W53,83,,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2020-W53,0,,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2020-W53,0,,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2020-W53,0,,0,0,0,AT,8901064,AT,Age25_49,UNK,3006228
2020-W53,0,,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2020-W53,0,,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2020-W53,1246,,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2020-W53,0,,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2020-W53,0,,0,0,0,AT,8901064,AT,Age50_59,UNK,1396889
2020-W53,0,,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2020-W53,0,,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2020-W53,1006,,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2020-W53,0,,0,0,0,AT,8901064,AT,Age5_9,MOD,
2020-W53,0,,0,0,0,AT,8901064,AT,Age5_9,UNK,
2020-W53,0,,0,0,0,AT,8901064,AT,Age5_9,JANSS,
2020-W53,0,,0,0,0,AT,8901064,AT,Age5_9,AZ,
2020-W53,0,,0,0,61425,AT,8901064,AT,Age5_9,COM,
2020-W53,0,,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2020-W53,0,,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2020-W53,576,,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2020-W53,0,,0,0,0,AT,8901064,AT,Age60_69,UNK,1016016
2020-W53,0,,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2020-W53,0,,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2020-W53,0,,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2020-W53,552,,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2020-W53,0,,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2020-W53,0,,0,0,0,AT,8901064,AT,Age70_79,UNK,769199
2020-W53,0,,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2020-W53,0,,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2020-W53,0,,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2020-W53,1643,,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2020-W53,0,,0,0,0,AT,8901064,AT,Age80+,UNK,474047
2020-W53,0,,0,0,0,AT,8901064,AT,Age<18,JANSS,
2020-W53,5,,0,0,61425,AT,8901064,AT,Age<18,COM,
2020-W53,0,,0,0,0,AT,8901064,AT,Age<18,UNK,
2020-W53,0,,0,0,0,AT,8901064,AT,Age<18,AZ,
2020-W53,0,,0,0,0,AT,8901064,AT,Age<18,MOD,
2021-W01,0,,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W01,0,,0,0,0,AT,8901064,AT,1_Age60+,UNK,2259262
2021-W01,0,,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W01,0,,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W01,8387,,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W01,0,,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W01,17631,,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W01,0,,0,0,0,AT,8901064,AT,1_Age<60,UNK,5099181
2021-W01,0,,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W01,0,,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W01,0,,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W01,0,,0,0,0,AT,8901064,AT,ALL,UNK,7358443
2021-W01,25994,,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W01,0,,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W01,0,,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W01,0,,0,0,0,AT,8901064,AT,Age0_4,UNK,
2021-W01,0,,0,0,0,AT,8901064,AT,Age0_4,JANSS,
2021-W01,0,,0,0,0,AT,8901064,AT,Age0_4,AZ,
2021-W01,0,,0,0,0,AT,8901064,AT,Age0_4,MOD,
2021-W01,0,,0,0,61425,AT,8901064,AT,Age0_4,COM,
2021-W01,0,,0,0,0,AT,8901064,AT,Age10_14,UNK,
2021-W01,0,,0,0,0,AT,8901064,AT,Age10_14,MOD,
2021-W01,0,,0,0,61425,AT,8901064,AT,Age10_14,COM,
2021-W01,0,,0,0,0,AT,8901064,AT,Age10_14,JANSS,
2021-W01,0,,0,0,0,AT,8901064,AT,Age10_14,AZ,
2021-W01,0,,0,0,0,AT,8901064,AT,Age15_17,MOD,
2021-W01,0,,0,0,0,AT,8901064,AT,Age15_17,UNK,
2021-W01,0,,0,0,0,AT,8901064,AT,Age15_17,AZ,
2021-W01,0,,0,0,0,AT,8901064,AT,Age15_17,JANSS,
2021-W01,23,,0,0,61425,AT,8901064,AT,Age15_17,COM,
2021-W01,0,,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W01,0,,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W01,781,,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W01,0,,0,0,0,AT,8901064,AT,Age18_24,UNK,696064
2021-W01,0,,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W01,0,,0,0,0,AT,8901064,AT,Age25_49,UNK,3006228
2021-W01,10322,,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W01,0,,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W01,0,,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W01,0,,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W01,0,,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W01,0,,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W01,0,,0,0,0,AT,8901064,AT,Age50_59,UNK,1396889
2021-W01,6504,,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W01,0,,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W01,0,,0,0,0,AT,8901064,AT,Age5_9,MOD,
2021-W01,0,,0,0,0,AT,8901064,AT,Age5_9,UNK,
2021-W01,0,,0,0,0,AT,8901064,AT,Age5_9,JANSS,
2021-W01,1,,0,0,61425,AT,8901064,AT,Age5_9,COM,
2021-W01,0,,0,0,0,AT,8901064,AT,Age5_9,AZ,
2021-W01,0,,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W01,0,,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W01,0,,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W01,2708,,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W01,0,,0,0,0,AT,8901064,AT,Age60_69,UNK,1016016
2021-W01,0,,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W01,0,,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W01,0,,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W01,1514,,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W01,0,,0,0,0,AT,8901064,AT,Age70_79,UNK,769199
2021-W01,4165,,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W01,0,,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W01,0,,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W01,0,,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W01,0,,0,0,0,AT,8901064,AT,Age80+,UNK,474047
2021-W01,0,,0,0,0,AT,8901064,AT,Age<18,UNK,
2021-W01,0,,0,0,0,AT,8901064,AT,Age<18,AZ,
2021-W01,24,,0,0,61425,AT,8901064,AT,Age<18,COM,
2021-W01,0,,0,0,0,AT,8901064,AT,Age<18,JANSS,
2021-W01,0,,0,0,0,AT,8901064,AT,Age<18,MOD,
2021-W02,40482,,181,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W02,80,,0,0,7200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W02,0,,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W02,12,,0,0,0,AT,8901064,AT,1_Age60+,UNK,2259262
2021-W02,0,,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W02,10,,0,0,7200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W02,2,,0,0,0,AT,8901064,AT,1_Age<60,UNK,5099181
2021-W02,0,,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W02,0,,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W02,43956,,206,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W02,14,,0,0,0,AT,8901064,AT,ALL,UNK,7358443
2021-W02,0,,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W02,90,,0,0,7200,AT,8901064,AT,ALL,MOD,7358443
2021-W02,0,,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W02,84362,,386,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W02,0,,0,0,7200,AT,8901064,AT,Age0_4,MOD,
2021-W02,0,,0,0,0,AT,8901064,AT,Age0_4,JANSS,
2021-W02,0,,0,0,0,AT,8901064,AT,Age0_4,UNK,
2021-W02,0,,0,0,61425,AT,8901064,AT,Age0_4,COM,
2021-W02,0,,0,0,0,AT,8901064,AT,Age0_4,AZ,
2021-W02,0,,0,0,0,AT,8901064,AT,Age10_14,AZ,
2021-W02,0,,0,0,7200,AT,8901064,AT,Age10_14,MOD,
2021-W02,0,,0,0,0,AT,8901064,AT,Age10_14,UNK,
2021-W02,7,,0,0,61425,AT,8901064,AT,Age10_14,COM,
2021-W02,0,,0,0,0,AT,8901064,AT,Age10_14,JANSS,
2021-W02,0,,0,0,0,AT,8901064,AT,Age15_17,JANSS,
2021-W02,66,,1,0,61425,AT,8901064,AT,Age15_17,COM,
2021-W02,0,,0,0,7200,AT,8901064,AT,Age15_17,MOD,
2021-W02,0,,0,0,0,AT,8901064,AT,Age15_17,UNK,
2021-W02,0,,0,0,0,AT,8901064,AT,Age15_17,AZ,
2021-W02,0,,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W02,0,,0,0,0,AT,8901064,AT,Age18_24,UNK,696064
2021-W02,2221,,9,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W02,0,,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W02,0,,0,0,7200,AT,8901064,AT,Age18_24,MOD,696064
2021-W02,2,,0,0,7200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W02,0,,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W02,23907,,93,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W02,0,,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W02,0,,0,0,0,AT,8901064,AT,Age25_49,UNK,3006228
2021-W02,2,,0,0,0,AT,8901064,AT,Age50_59,UNK,1396889
2021-W02,8,,0,0,7200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W02,0,,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W02,0,,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W02,17752,,103,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W02,3,,0,0,61425,AT,8901064,AT,Age5_9,COM,
2021-W02,0,,0,0,0,AT,8901064,AT,Age5_9,UNK,
2021-W02,0,,0,0,0,AT,8901064,AT,Age5_9,JANSS,
2021-W02,0,,0,0,0,AT,8901064,AT,Age5_9,AZ,
2021-W02,0,,0,0,7200,AT,8901064,AT,Age5_9,MOD,
2021-W02,0,,0,0,0,AT,8901064,AT,Age60_69,UNK,1016016
2021-W02,6,,0,0,7200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W02,0,,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W02,9911,,45,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W02,0,,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W02,1,,0,0,0,AT,8901064,AT,Age70_79,UNK,769199
2021-W02,0,,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W02,6,,0,0,7200,AT,8901064,AT,Age70_79,MOD,769199
2021-W02,7837,,48,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W02,0,,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W02,68,,0,0,7200,AT,8901064,AT,Age80+,MOD,474047
2021-W02,0,,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W02,0,,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W02,22734,,88,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W02,11,,0,0,0,AT,8901064,AT,Age80+,UNK,474047
2021-W02,0,,0,0,0,AT,8901064,AT,Age<18,JANSS,
2021-W02,0,,0,0,0,AT,8901064,AT,Age<18,AZ,
2021-W02,76,,1,0,61425,AT,8901064,AT,Age<18,COM,
2021-W02,0,,0,0,0,AT,8901064,AT,Age<18,UNK,
2021-W02,0,,0,0,7200,AT,8901064,AT,Age<18,MOD,
2021-W03,30,,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W03,41891,,2374,0,58500,AT,8901064,AT,1_Age60+,COM,2259262
2021-W03,0,,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W03,0,,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W03,1,,0,0,0,AT,8901064,AT,1_Age60+,UNK,2259262
2021-W03,0,,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W03,0,,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W03,2,,0,0,0,AT,8901064,AT,1_Age<60,UNK,5099181
2021-W03,51080,,2088,0,58500,AT,8901064,AT,1_Age<60,COM,5099181
2021-W03,185,,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W03,215,,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W03,3,,0,0,0,AT,8901064,AT,ALL,UNK,7358443
2021-W03,92934,,4459,0,58500,AT,8901064,AT,ALL,COM,7358443
2021-W03,0,,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W03,0,,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W03,0,,0,0,0,AT,8901064,AT,Age0_4,AZ,
2021-W03,0,,0,0,0,AT,8901064,AT,Age0_4,MOD,
2021-W03,0,,1,0,58500,AT,8901064,AT,Age0_4,COM,
2021-W03,0,,0,0,0,AT,8901064,AT,Age0_4,UNK,
2021-W03,0,,0,0,0,AT,8901064,AT,Age0_4,JANSS,
2021-W03,0,,0,0,0,AT,8901064,AT,Age10_14,JANSS,
2021-W03,0,,0,0,0,AT,8901064,AT,Age10_14,UNK,
2021-W03,0,,0,0,0,AT,8901064,AT,Age10_14,AZ,
2021-W03,0,,0,0,0,AT,8901064,AT,Age10_14,MOD,
2021-W03,1,,0,0,58500,AT,8901064,AT,Age10_14,COM,
2021-W03,0,,0,0,0,AT,8901064,AT,Age15_17,MOD,
2021-W03,0,,0,0,0,AT,8901064,AT,Age15_17,JANSS,
2021-W03,35,,2,0,58500,AT,8901064,AT,Age15_17,COM,
2021-W03,0,,0,0,0,AT,8901064,AT,Age15_17,UNK,
2021-W03,0,,0,0,0,AT,8901064,AT,Age15_17,AZ,
2021-W03,2938,,73,0,58500,AT,8901064,AT,Age18_24,COM,696064
2021-W03,0,,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W03,21,,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W03,1,,0,0,0,AT,8901064,AT,Age18_24,UNK,696064
2021-W03,0,,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W03,0,,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W03,0,,0,0,0,AT,8901064,AT,Age25_49,UNK,3006228
2021-W03,29466,,1129,0,58500,AT,8901064,AT,Age25_49,COM,3006228
2021-W03,107,,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W03,0,,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W03,18639,,883,0,58500,AT,8901064,AT,Age50_59,COM,1396889
2021-W03,0,,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W03,57,,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W03,0,,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W03,1,,0,0,0,AT,8901064,AT,Age50_59,UNK,1396889
2021-W03,0,,0,0,0,AT,8901064,AT,Age5_9,JANSS,
2021-W03,0,,0,0,0,AT,8901064,AT,Age5_9,UNK,
2021-W03,1,,0,0,58500,AT,8901064,AT,Age5_9,COM,
2021-W03,0,,0,0,0,AT,8901064,AT,Age5_9,MOD,
2021-W03,0,,0,0,0,AT,8901064,AT,Age5_9,AZ,
2021-W03,11,,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W03,1,,0,0,0,AT,8901064,AT,Age60_69,UNK,1016016
2021-W03,8252,,512,0,58500,AT,8901064,AT,Age60_69,COM,1016016
2021-W03,0,,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W03,0,,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W03,0,,0,0,0,AT,8901064,AT,Age70_79,UNK,769199
2021-W03,8,,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W03,0,,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W03,6625,,468,0,58500,AT,8901064,AT,Age70_79,COM,769199
2021-W03,0,,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W03,0,,0,0,0,AT,8901064,AT,Age80+,UNK,474047
2021-W03,0,,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W03,0,,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W03,27014,,1394,0,58500,AT,8901064,AT,Age80+,COM,474047
2021-W03,11,,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W03,0,,0,0,0,AT,8901064,AT,Age<18,AZ,
2021-W03,0,,0,0,0,AT,8901064,AT,Age<18,JANSS,
2021-W03,0,,0,0,0,AT,8901064,AT,Age<18,UNK,
2021-W03,37,,3,0,58500,AT,8901064,AT,Age<18,COM,
2021-W03,0,,0,0,0,AT,8901064,AT,Age<18,MOD,
2021-W04,0,,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W04,0,,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W04,1357,,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W04,2,,0,0,0,AT,8901064,AT,1_Age60+,UNK,2259262
2021-W04,14208,,6615,0,54990,AT,8901064,AT,1_Age60+,COM,2259262
2021-W04,0,,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W04,0,,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W04,13152,,10768,0,54990,AT,8901064,AT,1_Age<60,COM,5099181
2021-W04,4,,0,0,0,AT,8901064,AT,1_Age<60,UNK,5099181
2021-W04,2575,,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W04,6,,0,0,0,AT,8901064,AT,ALL,UNK,7358443
2021-W04,27353,,17361,0,54990,AT,8901064,AT,ALL,COM,7358443
2021-W04,3932,,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W04,0,,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W04,0,,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W04,0,,0,0,0,AT,8901064,AT,Age0_4,AZ,
2021-W04,0,,0,0,0,AT,8901064,AT,Age0_4,UNK,
2021-W04,0,,0,0,0,AT,8901064,AT,Age0_4,JANSS,
2021-W04,1,,0,0,54990,AT,8901064,AT,Age0_4,COM,
2021-W04,0,,0,0,0,AT,8901064,AT,Age0_4,MOD,
2021-W04,0,,0,0,0,AT,8901064,AT,Age10_14,MOD,
2021-W04,0,,0,0,54990,AT,8901064,AT,Age10_14,COM,
2021-W04,0,,0,0,0,AT,8901064,AT,Age10_14,UNK,
2021-W04,0,,0,0,0,AT,8901064,AT,Age10_14,JANSS,
2021-W04,0,,0,0,0,AT,8901064,AT,Age10_14,AZ,
2021-W04,0,,0,0,0,AT,8901064,AT,Age15_17,AZ,
2021-W04,0,,0,0,0,AT,8901064,AT,Age15_17,UNK,
2021-W04,0,,0,0,0,AT,8901064,AT,Age15_17,JANSS,
2021-W04,0,,0,0,0,AT,8901064,AT,Age15_17,MOD,
2021-W04,6,,22,0,54990,AT,8901064,AT,Age15_17,COM,
2021-W04,0,,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W04,84,,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W04,0,,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W04,0,,0,0,0,AT,8901064,AT,Age18_24,UNK,696064
2021-W04,1070,,585,0,54990,AT,8901064,AT,Age18_24,COM,696064
2021-W04,1,,0,0,0,AT,8901064,AT,Age25_49,UNK,3006228
2021-W04,0,,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W04,1550,,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W04,0,,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W04,7533,,6050,0,54990,AT,8901064,AT,Age25_49,COM,3006228
2021-W04,3,,0,0,0,AT,8901064,AT,Age50_59,UNK,1396889
2021-W04,941,,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W04,0,,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W04,4542,,4111,0,54990,AT,8901064,AT,Age50_59,COM,1396889
2021-W04,0,,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W04,0,,0,0,0,AT,8901064,AT,Age5_9,JANSS,
2021-W04,0,,0,0,0,AT,8901064,AT,Age5_9,AZ,
2021-W04,0,,0,0,54990,AT,8901064,AT,Age5_9,COM,
2021-W04,0,,0,0,0,AT,8901064,AT,Age5_9,UNK,
2021-W04,0,,0,0,0,AT,8901064,AT,Age5_9,MOD,
2021-W04,1,,0,0,0,AT,8901064,AT,Age60_69,UNK,1016016
2021-W04,0,,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W04,0,,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W04,741,,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W04,1961,,1977,0,54990,AT,8901064,AT,Age60_69,COM,1016016
2021-W04,1449,,1228,0,54990,AT,8901064,AT,Age70_79,COM,769199
2021-W04,1,,0,0,0,AT,8901064,AT,Age70_79,UNK,769199
2021-W04,163,,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W04,0,,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W04,0,,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W04,453,,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W04,0,,0,0,0,AT,8901064,AT,Age80+,UNK,474047
2021-W04,10798,,3410,0,54990,AT,8901064,AT,Age80+,COM,474047
2021-W04,0,,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W04,0,,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W04,0,,0,0,0,AT,8901064,AT,Age<18,UNK,
2021-W04,0,,0,0,0,AT,8901064,AT,Age<18,MOD,
2021-W04,0,,0,0,0,AT,8901064,AT,Age<18,AZ,
2021-W04,0,,0,0,0,AT,8901064,AT,Age<18,JANSS,
2021-W04,7,,22,0,54990,AT,8901064,AT,Age<18,COM,
2021-W05,1309,,0,0,28800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W05,0,,0,0,36000,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W05,2,,0,0,0,AT,8901064,AT,1_Age60+,UNK,2259262
2021-W05,0,,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W05,5554,,34727,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W05,0,,2,0,36000,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W05,379,,0,0,28800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W05,11191,,44167,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W05,0,,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W05,2,,1,0,0,AT,8901064,AT,1_Age<60,UNK,5099181
2021-W05,16724,,78831,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W05,0,,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W05,0,,2,0,36000,AT,8901064,AT,ALL,AZ,7358443
