dep;clage_vacsi;jour;n_tot_dose1;n_tot_complet;pop;couv_tot_dose1;couv_tot_complet
976;04;2021-07-08;26;13;43940.0;0.1;0.0
976;09;2021-07-08;3;2;41023.0;0.0;0.0
976;11;2021-07-08;13;1;15296.0;0.1;0.0
976;17;2021-07-08;1654;576;41197.0;4.0;1.4
976;24;2021-07-08;4272;2300;26827.0;15.9;8.6
976;29;2021-07-08;4673;3102;18625.0;25.1;16.7
976;39;2021-07-08;11863;8075;37697.0;31.5;21.4
976;49;2021-07-08;12879;9601;28132.0;45.8;34.1
976;59;2021-07-08;9196;7379;14768.0;62.3;50.0
976;64;2021-07-08;2966;2448;4594.0;64.6;53.3
976;69;2021-07-08;1892;1573;3152.0;60.0;49.9
976;74;2021-07-08;1036;818;1775.0;58.4;46.1
976;79;2021-07-08;558;440;1259.0;44.3;34.9
976;80;2021-07-08;486;360;1186.0;41.0;30.4
977;11;2021-07-08;1;0;183.0;0.5;0.0
977;17;2021-07-08;35;7;540.0;6.5;1.3
977;24;2021-07-08;428;331;757.0;56.5;43.7
977;29;2021-07-08;532;456;960.0;55.4;47.5
977;39;2021-07-08;1073;924;1752.0;61.2;52.7
977;49;2021-07-08;1160;1008;1808.0;64.2;55.8
977;59;2021-07-08;1154;1057;1548.0;74.5;68.3
977;64;2021-07-08;343;321;433.0;79.2;74.1
977;69;2021-07-08;254;241;309.0;82.2;78.0
977;74;2021-07-08;165;154;251.0;65.7;61.4
977;79;2021-07-08;103;107;170.0;60.6;62.9
977;80;2021-07-08;91;76;216.0;42.1;35.2
978;04;2021-07-08;7;2;2722.2;0.3;0.1
978;09;2021-07-08;3;2;2990.8;0.1;0.1
978;11;2021-07-08;1;0;1223.3;0.1;0.0
978;17;2021-07-08;179;17;3969.8;4.5;0.4
978;24;2021-07-08;457;249;2459.1;18.6;10.1
978;29;2021-07-08;482;277;2086.3;23.1;13.3
978;39;2021-07-08;1426;897;4598.4;31.0;19.5
978;49;2021-07-08;1730;1243;5612.0;30.8;22.1
978;59;2021-07-08;2142;1590;5042.5;42.5;31.5
978;64;2021-07-08;869;693;1727.8;50.3;40.1
978;69;2021-07-08;656;526;1332.2;49.2;39.5
978;74;2021-07-08;477;399;766.5;62.2;52.1
978;79;2021-07-08;290;255;386.4;75.0;66.0
978;80;2021-07-08;197;164;416.7;47.3;39.4
98;29;2021-07-08;13;12;;;
98;39;2021-07-08;11;10;;;
98;49;2021-07-08;4;4;;;
98;59;2021-07-08;5;3;;;
98;64;2021-07-08;2;1;;;
98;69;2021-07-08;1;0;;;
98;74;2021-07-08;2;1;;;
98;79;2021-07-08;1;0;;;
98;80;2021-07-08;1;1;;;
99;17;2021-07-08;24;0;;;
99;24;2021-07-08;112;35;;;
99;29;2021-07-08;82;18;;;
99;39;2021-07-08;145;31;;;
99;49;2021-07-08;147;44;;;
99;59;2021-07-08;127;32;;;
99;64;2021-07-08;42;15;;;
99;69;2021-07-08;36;15;;;
99;74;2021-07-08;39;9;;;
99;79;2021-07-08;9;2;;;
99;80;2021-07-08;7;5;;;
01;0;2021-07-08;289806;219744;656955.0;44.1;33.4
02;0;2021-07-08;261325;193700;526050.0;49.7;36.8
03;0;2021-07-08;203647;167739;331315.0;61.5;50.6
04;0;2021-07-08;77550;59603;165197.0;46.9;36.1
05;0;2021-07-08;72097;57000;141756.0;50.9;40.2
06;0;2021-07-08;603081;482754;1079396.0;55.9;44.7
07;0;2021-07-08;166265;134749;326875.0;50.9;41.2
08;0;2021-07-08;149675;114888;265531.0;56.4;43.3
09;0;2021-07-08;90813;71296;152398.0;59.6;46.8
10;0;2021-07-08;166349;133918;309907.0;53.7;43.2
11;0;2021-07-08;188534;149375;372705.0;50.6;40.1
12;0;2021-07-08;156583;124598;278360.0;56.3;44.8
13;0;2021-07-08;964566;780655;2034469.0;47.4;38.4
14;0;2021-07-08;412630;292614;691453.0;59.7;42.3
15;0;2021-07-08;85489;67439;142811.0;59.9;47.2
16;0;2021-07-08;200637;142975;348180.0;57.6;41.1
17;0;2021-07-08;384612;282053;647080.0;59.4;43.6
18;0;2021-07-08;167771;123611;296404.0;56.6;41.7
19;0;2021-07-08;139268;104913;240336.0;57.9;43.7
21;0;2021-07-08;290817;206728;532886.0;54.6;38.8
22;0;2021-07-08;370564;279782;596186.0;62.2;46.9
23;0;2021-07-08;68241;55436;116270.0;58.7;47.7
24;0;2021-07-08;222349;169972;408393.0;54.4;41.6
25;0;2021-07-08;269049;208772;539449.0;49.9;38.7
26;0;2021-07-08;282535;226124;520560.0;54.3;43.4
27;0;2021-07-08;305002;220372;600687.0;50.8;36.7
28;0;2021-07-08;230493;166120;429425.0;53.7;38.7
29;0;2021-07-08;556170;382616;906554.0;61.3;42.2
2A;0;2021-07-08;82572;73610;162421.0;50.8;45.3
2B;0;2021-07-08;85697;75834;182258.0;47.0;41.6
30;0;2021-07-08;375704;284340;748468.0;50.2;38.0
31;0;2021-07-08;679400;472349;1400935.0;48.5;33.7
32;0;2021-07-08;116136;90471;190040.0;61.1;47.6
33;0;2021-07-08;921466;644363;1633440.0;56.4;39.4
34;0;2021-07-08;619787;483828;1176145.0;52.7;41.1
35;0;2021-07-08;599084;392052;1082073.0;55.4;36.2
36;0;2021-07-08;125931;93787;217139.0;58.0;43.2
37;0;2021-07-08;344586;240427;605380.0;56.9;39.7
38;0;2021-07-08;651642;503604;1264979.0;51.5;39.8
39;0;2021-07-08;136049;103206;257849.0;52.8;40.0
40;0;2021-07-08;244908;178445;411979.0;59.4;43.3
41;0;2021-07-08;182530;136339;327835.0;55.7;41.6
42;0;2021-07-08;423867;329864;764737.0;55.4;43.1
43;0;2021-07-08;114663;92410;226901.0;50.5;40.7
44;0;2021-07-08;782976;521651;1437137.0;54.5;36.3
45;0;2021-07-08;350494;248262;682890.0;51.3;36.4
46;0;2021-07-08;104159;81897;173166.0;60.1;47.3
47;0;2021-07-08;183041;138142;330336.0;55.4;41.8
48;0;2021-07-08;36637;28231;76286.0;48.0;37.0
49;0;2021-07-08;477964;342897;815881.0;58.6;42.0
50;0;2021-07-08;306168;213052;490669.0;62.4;43.4
51;0;2021-07-08;301762;227027;563823.0;53.5;40.3
52;0;2021-07-08;92204;75150;169250.0;54.5;44.4
53;0;2021-07-08;174757;115135;305365.0;57.2;37.7
54;0;2021-07-08;382769;285892;730398.0;52.4;39.1
55;0;2021-07-08;93859;73411;181641.0;51.7;40.4
56;0;2021-07-08;451579;314245;755566.0;59.8;41.6
57;0;2021-07-08;549935;418325;1035866.0;53.1;40.4
58;0;2021-07-08;116777;87328;199596.0;58.5;43.8
59;0;2021-07-08;1375346;1048853;2588988.0;53.1;40.5
60;0;2021-07-08;391394;292944;825077.0;47.4;35.5
61;0;2021-07-08;169535;127209;276903.0;61.2;45.9
62;0;2021-07-08;790626;613217;1452778.0;54.4;42.2
63;0;2021-07-08;355484;274674;660240.0;53.8;41.6
64;0;2021-07-08;429846;320372;683169.0;62.9;46.9
65;0;2021-07-08;142871;114590;226839.0;63.0;50.5
66;0;2021-07-08;268980;215692;479000.0;56.2;45.0
67;0;2021-07-08;634707;453705;1132607.0;56.0;40.1
68;0;2021-07-08;381518;288849;763204.0;50.0;37.8
69;0;2021-07-08;987051;712047;1876051.0;52.6;38.0
70;0;2021-07-08;123036;93180;233194.0;52.8;40.0
71;0;2021-07-08;317976;229805;547824.0;58.0;41.9
72;0;2021-07-08;294227;218148;560227.0;52.5;38.9
73;0;2021-07-08;224503;168678;432548.0;51.9;39.0
74;0;2021-07-08;407353;294499;828405.0;49.2;35.6
75;0;2021-07-08;1414893;1063265;2148271.0;65.9;49.5
76;0;2021-07-08;721903;518407;1243788.0;58.0;41.7
77;0;2021-07-08;634024;464117;1423607.0;44.5;32.6
78;0;2021-07-08;681168;514464;1448625.0;47.0;35.5
79;0;2021-07-08;217581;149313;372627.0;58.4;40.1
80;0;2021-07-08;310244;227951;569769.0;54.5;40.0
81;0;2021-07-08;208914;164594;387898.0;53.9;42.4
82;0;2021-07-08;142888;103033;262618.0;54.4;39.2
83;0;2021-07-08;535420;439513;1073836.0;49.9;40.9
84;0;2021-07-08;275521;209135;560997.0;49.1;37.3
85;0;2021-07-08;407742;298351;683187.0;59.7;43.7
86;0;2021-07-08;244580;191642;437398.0;55.9;43.8
87;0;2021-07-08;217360;164120;370774.0;58.6;44.3
88;0;2021-07-08;204707;158624;359520.0;56.9;44.1
89;0;2021-07-08;173600;130261;332096.0;52.3;39.2
90;0;2021-07-08;71799;56772;140145.0;51.2;40.5
91;0;2021-07-08;598017;438679;1319401.0;45.3;33.2
92;0;2021-07-08;844189;651716;1613762.0;52.3;40.4
93;0;2021-07-08;800935;567625;1670149.0;48.0;34.0
94;0;2021-07-08;739957;550592;1406041.0;52.6;39.2
95;0;2021-07-08;619113;447658;1248354.0;49.6;35.9
971;0;2021-07-08;63747;47784;376879.0;16.9;12.7
972;0;2021-07-08;59240;48273;358749.0;16.5;13.5
973;0;2021-07-08;51799;40023;290691.0;17.8;13.8
974;0;2021-07-08;256360;204700;859959.0;29.8;23.8
975;0;2021-07-08;3;2;5997.0;0.1;0.0
976;0;2021-07-08;51517;36688;279471.0;18.4;13.1
977;0;2021-07-08;5339;4682;9961.0;53.6;47.0
978;0;2021-07-08;8916;6314;35334.0;25.2;17.9
