COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;01398;Savigneux;CHAR;5
CODGEO;Code géographique;Code géographique;01399;Ségny;CHAR;5
CODGEO;Code géographique;Code géographique;01400;Seillonnaz;CHAR;5
CODGEO;Code géographique;Code géographique;01401;Sergy;CHAR;5
CODGEO;Code géographique;Code géographique;01402;Sermoyer;CHAR;5
CODGEO;Code géographique;Code géographique;01403;Serrières-de-Briord;CHAR;5
CODGEO;Code géographique;Code géographique;01404;Serrières-sur-Ain;CHAR;5
CODGEO;Code géographique;Code géographique;01405;Servas;CHAR;5
CODGEO;Code géographique;Code géographique;01406;Servignat;CHAR;5
CODGEO;Code géographique;Code géographique;01407;Seyssel;CHAR;5
CODGEO;Code géographique;Code géographique;01408;Simandre-sur-Suran;CHAR;5
CODGEO;Code géographique;Code géographique;01410;Sonthonnax-la-Montagne;CHAR;5
CODGEO;Code géographique;Code géographique;01411;Souclin;CHAR;5
CODGEO;Code géographique;Code géographique;01412;Sulignat;CHAR;5
CODGEO;Code géographique;Code géographique;01415;Talissieu;CHAR;5
CODGEO;Code géographique;Code géographique;01416;Tenay;CHAR;5
CODGEO;Code géographique;Code géographique;01418;Thil;CHAR;5
CODGEO;Code géographique;Code géographique;01419;Thoiry;CHAR;5
CODGEO;Code géographique;Code géographique;01420;Thoissey;CHAR;5
CODGEO;Code géographique;Code géographique;01421;Torcieu;CHAR;5
CODGEO;Code géographique;Code géographique;01422;Tossiat;CHAR;5
CODGEO;Code géographique;Code géographique;01423;Toussieux;CHAR;5
CODGEO;Code géographique;Code géographique;01424;Tramoyes;CHAR;5
CODGEO;Code géographique;Code géographique;01425;La Tranclière;CHAR;5
CODGEO;Code géographique;Code géographique;01426;Val-Revermont;CHAR;5
CODGEO;Code géographique;Code géographique;01427;Trévoux;CHAR;5
CODGEO;Code géographique;Code géographique;01428;Valeins;CHAR;5
CODGEO;Code géographique;Code géographique;01429;Vandeins;CHAR;5
CODGEO;Code géographique;Code géographique;01430;Varambon;CHAR;5
CODGEO;Code géographique;Code géographique;01431;Vaux-en-Bugey;CHAR;5
CODGEO;Code géographique;Code géographique;01432;Verjon;CHAR;5
CODGEO;Code géographique;Code géographique;01433;Vernoux;CHAR;5
CODGEO;Code géographique;Code géographique;01434;Versailleux;CHAR;5
CODGEO;Code géographique;Code géographique;01435;Versonnex;CHAR;5
CODGEO;Code géographique;Code géographique;01436;Vesancy;CHAR;5
CODGEO;Code géographique;Code géographique;01437;Vescours;CHAR;5
CODGEO;Code géographique;Code géographique;01439;Vésines;CHAR;5
CODGEO;Code géographique;Code géographique;01441;Vieu-d'Izenave;CHAR;5
CODGEO;Code géographique;Code géographique;01443;Villars-les-Dombes;CHAR;5
CODGEO;Code géographique;Code géographique;01444;Villebois;CHAR;5
CODGEO;Code géographique;Code géographique;01445;Villemotier;CHAR;5
CODGEO;Code géographique;Code géographique;01446;Villeneuve;CHAR;5
CODGEO;Code géographique;Code géographique;01447;Villereversure;CHAR;5
CODGEO;Code géographique;Code géographique;01448;Villes;CHAR;5
CODGEO;Code géographique;Code géographique;01449;Villette-sur-Ain;CHAR;5
CODGEO;Code géographique;Code géographique;01450;Villieu-Loyes-Mollon;CHAR;5
CODGEO;Code géographique;Code géographique;01451;Viriat;CHAR;5
CODGEO;Code géographique;Code géographique;01452;Virieu-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;01453;Arvière-en-Valromey;CHAR;5
CODGEO;Code géographique;Code géographique;01454;Virignin;CHAR;5
CODGEO;Code géographique;Code géographique;01456;Vongnes;CHAR;5
CODGEO;Code géographique;Code géographique;01457;Vonnas;CHAR;5
CODGEO;Code géographique;Code géographique;02001;Abbécourt;CHAR;5
CODGEO;Code géographique;Code géographique;02002;Achery;CHAR;5
CODGEO;Code géographique;Code géographique;02003;Acy;CHAR;5
CODGEO;Code géographique;Code géographique;02004;Agnicourt-et-Séchelles;CHAR;5
CODGEO;Code géographique;Code géographique;02005;Aguilcourt;CHAR;5
CODGEO;Code géographique;Code géographique;02006;Aisonville-et-Bernoville;CHAR;5
CODGEO;Code géographique;Code géographique;02007;Aizelles;CHAR;5
CODGEO;Code géographique;Code géographique;02008;Aizy-Jouy;CHAR;5
CODGEO;Code géographique;Code géographique;02009;Alaincourt;CHAR;5
CODGEO;Code géographique;Code géographique;02010;Allemant;CHAR;5
CODGEO;Code géographique;Code géographique;02011;Ambleny;CHAR;5
CODGEO;Code géographique;Code géographique;02012;Ambrief;CHAR;5
CODGEO;Code géographique;Code géographique;02013;Amifontaine;CHAR;5
CODGEO;Code géographique;Code géographique;02014;Amigny-Rouy;CHAR;5
CODGEO;Code géographique;Code géographique;02015;Ancienville;CHAR;5
CODGEO;Code géographique;Code géographique;02016;Andelain;CHAR;5
CODGEO;Code géographique;Code géographique;02017;Anguilcourt-le-Sart;CHAR;5
CODGEO;Code géographique;Code géographique;02018;Anizy-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;02019;Annois;CHAR;5
CODGEO;Code géographique;Code géographique;02020;Any-Martin-Rieux;CHAR;5
CODGEO;Code géographique;Code géographique;02021;Archon;CHAR;5
CODGEO;Code géographique;Code géographique;02022;Arcy-Sainte-Restitue;CHAR;5
CODGEO;Code géographique;Code géographique;02023;Armentières-sur-Ourcq;CHAR;5
CODGEO;Code géographique;Code géographique;02024;Arrancy;CHAR;5
CODGEO;Code géographique;Code géographique;02025;Artemps;CHAR;5
CODGEO;Code géographique;Code géographique;02027;Assis-sur-Serre;CHAR;5
CODGEO;Code géographique;Code géographique;02028;Athies-sous-Laon;CHAR;5
CODGEO;Code géographique;Code géographique;02029;Attilly;CHAR;5
CODGEO;Code géographique;Code géographique;02030;Aubencheul-aux-Bois;CHAR;5
CODGEO;Code géographique;Code géographique;02031;Aubenton;CHAR;5
CODGEO;Code géographique;Code géographique;02032;Aubigny-aux-Kaisnes;CHAR;5
CODGEO;Code géographique;Code géographique;02033;Aubigny-en-Laonnois;CHAR;5
CODGEO;Code géographique;Code géographique;02034;Audignicourt;CHAR;5
CODGEO;Code géographique;Code géographique;02035;Audigny;CHAR;5
CODGEO;Code géographique;Code géographique;02036;Augy;CHAR;5
CODGEO;Code géographique;Code géographique;02037;Aulnois-sous-Laon;CHAR;5
CODGEO;Code géographique;Code géographique;02038;Les Autels;CHAR;5
CODGEO;Code géographique;Code géographique;02039;Autremencourt;CHAR;5
CODGEO;Code géographique;Code géographique;02040;Autreppes;CHAR;5
CODGEO;Code géographique;Code géographique;02041;Autreville;CHAR;5
CODGEO;Code géographique;Code géographique;02042;Azy-sur-Marne;CHAR;5
CODGEO;Code géographique;Code géographique;02043;Bagneux;CHAR;5
CODGEO;Code géographique;Code géographique;02044;Bancigny;CHAR;5
CODGEO;Code géographique;Code géographique;02046;Barenton-Bugny;CHAR;5
CODGEO;Code géographique;Code géographique;02047;Barenton-Cel;CHAR;5
CODGEO;Code géographique;Code géographique;02048;Barenton-sur-Serre;CHAR;5
CODGEO;Code géographique;Code géographique;02049;Barisis-aux-Bois;CHAR;5
CODGEO;Code géographique;Code géographique;02050;Barzy-en-Thiérache;CHAR;5
CODGEO;Code géographique;Code géographique;02051;Barzy-sur-Marne;CHAR;5
CODGEO;Code géographique;Code géographique;02052;Bassoles-Aulers;CHAR;5
CODGEO;Code géographique;Code géographique;02053;Vallées en Champagne;CHAR;5
CODGEO;Code géographique;Code géographique;02054;Bazoches-sur-Vesles;CHAR;5
CODGEO;Code géographique;Code géographique;02055;Beaumé;CHAR;5
CODGEO;Code géographique;Code géographique;02056;Beaumont-en-Beine;CHAR;5
CODGEO;Code géographique;Code géographique;02057;Beaurevoir;CHAR;5
CODGEO;Code géographique;Code géographique;02058;Beaurieux;CHAR;5
CODGEO;Code géographique;Code géographique;02059;Beautor;CHAR;5
CODGEO;Code géographique;Code géographique;02060;Beauvois-en-Vermandois;CHAR;5
CODGEO;Code géographique;Code géographique;02061;Becquigny;CHAR;5
CODGEO;Code géographique;Code géographique;02062;Belleau;CHAR;5
CODGEO;Code géographique;Code géographique;02063;Bellenglise;CHAR;5
CODGEO;Code géographique;Code géographique;02064;Belleu;CHAR;5
CODGEO;Code géographique;Code géographique;02065;Bellicourt;CHAR;5
CODGEO;Code géographique;Code géographique;02066;Benay;CHAR;5
CODGEO;Code géographique;Code géographique;02067;Bergues-sur-Sambre;CHAR;5
CODGEO;Code géographique;Code géographique;02068;Berlancourt;CHAR;5
CODGEO;Code géographique;Code géographique;02069;Berlise;CHAR;5
CODGEO;Code géographique;Code géographique;02070;Bernot;CHAR;5
CODGEO;Code géographique;Code géographique;02071;Berny-Rivière;CHAR;5
CODGEO;Code géographique;Code géographique;02072;Berrieux;CHAR;5
CODGEO;Code géographique;Code géographique;02073;Berry-au-Bac;CHAR;5
CODGEO;Code géographique;Code géographique;02074;Bertaucourt-Epourdon;CHAR;5
CODGEO;Code géographique;Code géographique;02075;Berthenicourt;CHAR;5
CODGEO;Code géographique;Code géographique;02076;Bertricourt;CHAR;5
CODGEO;Code géographique;Code géographique;02077;Berzy-le-Sec;CHAR;5
CODGEO;Code géographique;Code géographique;02078;Besmé;CHAR;5
CODGEO;Code géographique;Code géographique;02079;Besmont;CHAR;5
CODGEO;Code géographique;Code géographique;02080;Besny-et-Loizy;CHAR;5
CODGEO;Code géographique;Code géographique;02081;Béthancourt-en-Vaux;CHAR;5
CODGEO;Code géographique;Code géographique;02082;Beugneux;CHAR;5
CODGEO;Code géographique;Code géographique;02083;Beuvardes;CHAR;5
CODGEO;Code géographique;Code géographique;02084;Bézu-le-Guéry;CHAR;5
CODGEO;Code géographique;Code géographique;02085;Bézu-Saint-Germain;CHAR;5
CODGEO;Code géographique;Code géographique;02086;Bichancourt;CHAR;5
CODGEO;Code géographique;Code géographique;02087;Bieuxy;CHAR;5
CODGEO;Code géographique;Code géographique;02088;Bièvres;CHAR;5
CODGEO;Code géographique;Code géographique;02089;Billy-sur-Aisne;CHAR;5
CODGEO;Code géographique;Code géographique;02090;Billy-sur-Ourcq;CHAR;5
CODGEO;Code géographique;Code géographique;02091;Blanzy-lès-Fismes;CHAR;5
CODGEO;Code géographique;Code géographique;02093;Blérancourt;CHAR;5
CODGEO;Code géographique;Code géographique;02094;Blesmes;CHAR;5
CODGEO;Code géographique;Code géographique;02095;Bohain-en-Vermandois;CHAR;5
CODGEO;Code géographique;Code géographique;02096;Bois-lès-Pargny;CHAR;5
CODGEO;Code géographique;Code géographique;02097;Boncourt;CHAR;5
CODGEO;Code géographique;Code géographique;02098;Bonneil;CHAR;5
CODGEO;Code géographique;Code géographique;02099;Bonnesvalyn;CHAR;5
CODGEO;Code géographique;Code géographique;02100;Bony;CHAR;5
CODGEO;Code géographique;Code géographique;02101;Bosmont-sur-Serre;CHAR;5
CODGEO;Code géographique;Code géographique;02102;Bouconville-Vauclair;CHAR;5
CODGEO;Code géographique;Code géographique;02103;Boué;CHAR;5
CODGEO;Code géographique;Code géographique;02104;Bouffignereux;CHAR;5
CODGEO;Code géographique;Code géographique;02105;Bouresches;CHAR;5
CODGEO;Code géographique;Code géographique;02106;Bourg-et-Comin;CHAR;5
CODGEO;Code géographique;Code géographique;02107;Bourguignon-sous-Coucy;CHAR;5
CODGEO;Code géographique;Code géographique;02108;Bourguignon-sous-Montbavin;CHAR;5
CODGEO;Code géographique;Code géographique;02109;La Bouteille;CHAR;5
CODGEO;Code géographique;Code géographique;02110;Braine;CHAR;5
CODGEO;Code géographique;Code géographique;02111;Brancourt-en-Laonnois;CHAR;5
CODGEO;Code géographique;Code géographique;02112;Brancourt-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;02114;Brasles;CHAR;5
CODGEO;Code géographique;Code géographique;02115;Braye-en-Laonnois;CHAR;5
CODGEO;Code géographique;Code géographique;02116;Braye-en-Thiérache;CHAR;5
CODGEO;Code géographique;Code géographique;02117;Bray-Saint-Christophe;CHAR;5
CODGEO;Code géographique;Code géographique;02118;Braye;CHAR;5
CODGEO;Code géographique;Code géographique;02119;Brécy;CHAR;5
CODGEO;Code géographique;Code géographique;02120;Brenelle;CHAR;5
CODGEO;Code géographique;Code géographique;02121;Breny;CHAR;5
CODGEO;Code géographique;Code géographique;02122;Brie;CHAR;5
CODGEO;Code géographique;Code géographique;02123;Brissay-Choigny;CHAR;5
CODGEO;Code géographique;Code géographique;02124;Brissy-Hamégicourt;CHAR;5
CODGEO;Code géographique;Code géographique;02125;Brumetz;CHAR;5
CODGEO;Code géographique;Code géographique;02126;Brunehamel;CHAR;5
CODGEO;Code géographique;Code géographique;02127;Bruyères-sur-Fère;CHAR;5
CODGEO;Code géographique;Code géographique;02128;Bruyères-et-Montbérault;CHAR;5
CODGEO;Code géographique;Code géographique;02129;Bruys;CHAR;5
CODGEO;Code géographique;Code géographique;02130;Bucilly;CHAR;5
CODGEO;Code géographique;Code géographique;02131;Bucy-le-Long;CHAR;5
CODGEO;Code géographique;Code géographique;02132;Bucy-lès-Cerny;CHAR;5
CODGEO;Code géographique;Code géographique;02133;Bucy-lès-Pierrepont;CHAR;5
CODGEO;Code géographique;Code géographique;02134;Buire;CHAR;5
CODGEO;Code géographique;Code géographique;02135;Buironfosse;CHAR;5
CODGEO;Code géographique;Code géographique;02136;Burelles;CHAR;5
CODGEO;Code géographique;Code géographique;02137;Bussiares;CHAR;5
CODGEO;Code géographique;Code géographique;02138;Buzancy;CHAR;5
CODGEO;Code géographique;Code géographique;02139;Caillouël-Crépigny;CHAR;5
CODGEO;Code géographique;Code géographique;02140;Camelin;CHAR;5
CODGEO;Code géographique;Code géographique;02141;La Capelle;CHAR;5
CODGEO;Code géographique;Code géographique;02142;Castres;CHAR;5
CODGEO;Code géographique;Code géographique;02143;Le Catelet;CHAR;5
CODGEO;Code géographique;Code géographique;02144;Caulaincourt;CHAR;5
CODGEO;Code géographique;Code géographique;02145;Caumont;CHAR;5
CODGEO;Code géographique;Code géographique;02146;Celles-lès-Condé;CHAR;5
CODGEO;Code géographique;Code géographique;02148;Celles-sur-Aisne;CHAR;5
CODGEO;Code géographique;Code géographique;02149;Cerizy;CHAR;5
CODGEO;Code géographique;Code géographique;02150;Cerny-en-Laonnois;CHAR;5
CODGEO;Code géographique;Code géographique;02151;Cerny-lès-Bucy;CHAR;5
CODGEO;Code géographique;Code géographique;02152;Cerseuil;CHAR;5
CODGEO;Code géographique;Code géographique;02153;Cessières-Suzy;CHAR;5
CODGEO;Code géographique;Code géographique;02154;Chacrise;CHAR;5
CODGEO;Code géographique;Code géographique;02155;Chaillevois;CHAR;5
CODGEO;Code géographique;Code géographique;02156;Chalandry;CHAR;5
CODGEO;Code géographique;Code géographique;02157;Chambry;CHAR;5
CODGEO;Code géographique;Code géographique;02158;Chamouille;CHAR;5
CODGEO;Code géographique;Code géographique;02159;Champs;CHAR;5
CODGEO;Code géographique;Code géographique;02160;Chaourse;CHAR;5
CODGEO;Code géographique;Code géographique;02162;La Chapelle-sur-Chézy;CHAR;5
CODGEO;Code géographique;Code géographique;02163;Charly-sur-Marne;CHAR;5
CODGEO;Code géographique;Code géographique;02164;Le Charmel;CHAR;5
CODGEO;Code géographique;Code géographique;02165;Charmes;CHAR;5
CODGEO;Code géographique;Code géographique;02166;Chartèves;CHAR;5
CODGEO;Code géographique;Code géographique;02167;Chassemy;CHAR;5
CODGEO;Code géographique;Code géographique;02168;Château-Thierry;CHAR;5
CODGEO;Code géographique;Code géographique;02169;Châtillon-lès-Sons;CHAR;5
CODGEO;Code géographique;Code géographique;02170;Châtillon-sur-Oise;CHAR;5
CODGEO;Code géographique;Code géographique;02171;Chaudardes;CHAR;5
CODGEO;Code géographique;Code géographique;02172;Chaudun;CHAR;5
CODGEO;Code géographique;Code géographique;02173;Chauny;CHAR;5
CODGEO;Code géographique;Code géographique;02174;Chavignon;CHAR;5
CODGEO;Code géographique;Code géographique;02175;Chavigny;CHAR;5
CODGEO;Code géographique;Code géographique;02176;Chavonne;CHAR;5
CODGEO;Code géographique;Code géographique;02177;Chérêt;CHAR;5
CODGEO;Code géographique;Code géographique;02178;Chermizy-Ailles;CHAR;5
CODGEO;Code géographique;Code géographique;02179;Chéry-Chartreuve;CHAR;5
CODGEO;Code géographique;Code géographique;02180;Chéry-lès-Pouilly;CHAR;5
CODGEO;Code géographique;Code géographique;02181;Chéry-lès-Rozoy;CHAR;5
CODGEO;Code géographique;Code géographique;02182;Chevennes;CHAR;5
CODGEO;Code géographique;Code géographique;02183;Chevregny;CHAR;5
CODGEO;Code géographique;Code géographique;02184;Chevresis-Monceau;CHAR;5
CODGEO;Code géographique;Code géographique;02185;Chézy-en-Orxois;CHAR;5
CODGEO;Code géographique;Code géographique;02186;Chézy-sur-Marne;CHAR;5
CODGEO;Code géographique;Code géographique;02187;Chierry;CHAR;5
CODGEO;Code géographique;Code géographique;02188;Chigny;CHAR;5
CODGEO;Code géographique;Code géographique;02189;Chivres-en-Laonnois;CHAR;5
CODGEO;Code géographique;Code géographique;02190;Chivres-Val;CHAR;5
CODGEO;Code géographique;Code géographique;02191;Chivy-lès-Étouvelles;CHAR;5
CODGEO;Code géographique;Code géographique;02192;Chouy;CHAR;5
CODGEO;Code géographique;Code géographique;02193;Cierges;CHAR;5
CODGEO;Code géographique;Code géographique;02194;Cilly;CHAR;5
CODGEO;Code géographique;Code géographique;02195;Ciry-Salsogne;CHAR;5
CODGEO;Code géographique;Code géographique;02196;Clacy-et-Thierret;CHAR;5
CODGEO;Code géographique;Code géographique;02197;Clairfontaine;CHAR;5
CODGEO;Code géographique;Code géographique;02198;Clamecy;CHAR;5
